Labour market region (SA4): ASGS (2011),date,percent total,sa4_code_2011
302 Brisbane - North,2005-08-01,31.78,302
303 Brisbane - South,2005-08-01,29.28,303
304 Brisbane - West,2005-08-01,16.80,304
305 Brisbane Inner City,2005-08-01,18.22,305
310 Ipswich,2005-08-01,42.95,310
311 Logan - Beaudesert,2005-08-01,45.71,311
313 Moreton Bay - North,2005-08-01,41.52,313
314 Moreton Bay - South,2005-08-01,31.69,314
306 Cairns,2005-08-01,38.74,306
307 Darling Downs - Maranoa,2005-08-01,37.82,307
308 Fitzroy,2005-08-01,40.87,308
309 Gold Coast,2005-08-01,34.66,309
312 Mackay,2005-08-01,41.94,312
315 Queensland - Outback,2005-08-01,44.59,315
316 Sunshine Coast,2005-08-01,38.93,316
317 Toowoomba,2005-08-01,38.34,317
318 Townsville,2005-08-01,38.22,318
319 Wide Bay,2005-08-01,39.06,319
401 Adelaide - Central and Hills,2005-08-01,22.15,401
402 Adelaide - North,2005-08-01,39.90,402
403 Adelaide - South,2005-08-01,32.94,403
404 Adelaide - West,2005-08-01,32.64,404
405 Barossa - Yorke - Mid North,2005-08-01,37.49,405
406 South Australia - Outback,2005-08-01,40.09,406
407 South Australia - South East,2005-08-01,40.80,407
502 Mandurah,2005-08-01,48.64,502
503 Perth - Inner,2005-08-01,14.41,503
504 Perth - North East,2005-08-01,37.69,504
505 Perth - North West,2005-08-01,33.13,505
506 Perth - South East,2005-08-01,35.59,506
507 Perth - South West,2005-08-01,33.26,507
501 Bunbury,2005-08-01,43.77,501
508 Western Australia - Outback,2005-08-01,45.48,508
509 Western Australia - Wheat Belt,2005-08-01,37.48,509
601 Hobart,2005-08-01,29.09,601
602 Launceston and North East,2005-08-01,38.19,602
603 Tasmania - South East,2005-08-01,48.75,603
604 Tasmania - West and North West,2005-08-01,42.83,604
701 Darwin,2005-08-01,33.92,701
702 Northern Territory - Outback,2005-08-01,33.27,702
801 Australian Capital Territory,2005-08-01,19.84,801
102 Central Coast,2006-08-01,33.54,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-08-01,25.54,115
116 Sydney - Blacktown,2006-08-01,40.59,116
117 Sydney - City and Inner South,2006-08-01,19.99,117
118 Sydney - Eastern Suburbs,2006-08-01,14.84,118
119 Sydney - Inner South West,2006-08-01,35.26,119
120 Sydney - Inner West,2006-08-01,19.91,120
121 Sydney - North Sydney and Hornsby,2006-08-01,12.81,121
122 Sydney - Northern Beaches,2006-08-01,22.29,122
123 Sydney - Outer South West,2006-08-01,35.79,123
124 Sydney - Outer West and Blue Mountains,2006-08-01,34.54,124
125 Sydney - Parramatta,2006-08-01,32.94,125
126 Sydney - Ryde,2006-08-01,18.88,126
127 Sydney - South West,2006-08-01,40.26,127
128 Sydney - Sutherland,2006-08-01,27.29,128
101 Capital Region,2006-08-01,34.35,101
103 New South Wales - Central West,2006-08-01,38.01,103
104 Coffs Harbour - Grafton,2006-08-01,36.15,104
105 Far West and Orana,2006-08-01,31.71,105
106 Hunter Valley exc Newcastle,2006-08-01,42.61,106
107 Illawarra,2006-08-01,36.09,107
108 Mid North Coast,2006-08-01,38.94,108
109 Murray,2006-08-01,41.35,109
110 New England and North West,2006-08-01,35.21,110
111 Newcastle and Lake Macquarie,2006-08-01,33.64,111
112 Richmond - Tweed,2006-08-01,32.66,112
113 Riverina,2006-08-01,36.71,113
114 Southern Highlands and Shoalhaven,2006-08-01,31.57,114
206 Melbourne - Inner,2006-08-01,15.97,206
207 Melbourne - Inner East,2006-08-01,17.75,207
208 Melbourne - Inner South,2006-08-01,20.41,208
209 Melbourne - North East,2006-08-01,32.14,209
210 Melbourne - North West,2006-08-01,39.70,210
211 Melbourne - Outer East,2006-08-01,33.36,211
212 Melbourne - South East,2006-08-01,36.69,212
213 Melbourne - West,2006-08-01,37.89,213
214 Mornington Peninsula,2006-08-01,38.55,214
201 Ballarat,2006-08-01,36.75,201
202 Bendigo,2006-08-01,33.69,202
203 Geelong,2006-08-01,35.60,203
204 Hume,2006-08-01,41.84,204
205 Latrobe - Gippsland,2006-08-01,41.49,205
215 Victoria - North West,2006-08-01,31.44,215
216 Shepparton,2006-08-01,42.19,216
217 Warrnambool and South West,2006-08-01,40.13,217
301 Brisbane - East,2006-08-01,34.39,301
302 Brisbane - North,2006-08-01,30.82,302
303 Brisbane - South,2006-08-01,27.69,303
304 Brisbane - West,2006-08-01,18.98,304
305 Brisbane Inner City,2006-08-01,17.26,305
310 Ipswich,2006-08-01,45.62,310
311 Logan - Beaudesert,2006-08-01,47.80,311
313 Moreton Bay - North,2006-08-01,40.35,313
314 Moreton Bay - South,2006-08-01,31.20,314
306 Cairns,2006-08-01,38.21,306
307 Darling Downs - Maranoa,2006-08-01,42.68,307
308 Fitzroy,2006-08-01,44.64,308
309 Gold Coast,2006-08-01,33.72,309
312 Mackay,2006-08-01,47.04,312
315 Queensland - Outback,2006-08-01,43.34,315
316 Sunshine Coast,2006-08-01,35.49,316
317 Toowoomba,2006-08-01,38.05,317
318 Townsville,2006-08-01,37.10,318
319 Wide Bay,2006-08-01,40.28,319
401 Adelaide - Central and Hills,2006-08-01,21.76,401
402 Adelaide - North,2006-08-01,43.02,402
403 Adelaide - South,2006-08-01,32.23,403
404 Adelaide - West,2006-08-01,32.20,404
405 Barossa - Yorke - Mid North,2006-08-01,42.05,405
406 South Australia - Outback,2006-08-01,42.43,406
407 South Australia - South East,2006-08-01,43.03,407
502 Mandurah,2006-08-01,53.91,502
503 Perth - Inner,2006-08-01,16.90,503
504 Perth - North East,2006-08-01,36.83,504
505 Perth - North West,2006-08-01,32.88,505
506 Perth - South East,2006-08-01,35.74,506
507 Perth - South West,2006-08-01,35.36,507
501 Bunbury,2006-08-01,45.57,501
508 Western Australia - Outback,2006-08-01,42.90,508
509 Western Australia - Wheat Belt,2006-08-01,40.11,509
601 Hobart,2006-08-01,28.19,601
602 Launceston and North East,2006-08-01,38.23,602
603 Tasmania - South East,2006-08-01,41.32,603
604 Tasmania - West and North West,2006-08-01,44.80,604
701 Darwin,2006-08-01,33.33,701
702 Northern Territory - Outback,2006-08-01,34.78,702
801 Australian Capital Territory,2006-08-01,19.56,801
102 Central Coast,2007-08-01,38.26,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-08-01,22.83,115
116 Sydney - Blacktown,2007-08-01,38.54,116
117 Sydney - City and Inner South,2007-08-01,18.05,117
118 Sydney - Eastern Suburbs,2007-08-01,16.93,118
119 Sydney - Inner South West,2007-08-01,36.77,119
120 Sydney - Inner West,2007-08-01,19.99,120
121 Sydney - North Sydney and Hornsby,2007-08-01,12.49,121
122 Sydney - Northern Beaches,2007-08-01,23.87,122
123 Sydney - Outer South West,2007-08-01,40.56,123
124 Sydney - Outer West and Blue Mountains,2007-08-01,30.96,124
125 Sydney - Parramatta,2007-08-01,33.47,125
126 Sydney - Ryde,2007-08-01,18.15,126
127 Sydney - South West,2007-08-01,45.17,127
128 Sydney - Sutherland,2007-08-01,26.98,128
101 Capital Region,2007-08-01,39.12,101
103 New South Wales - Central West,2007-08-01,36.19,103
104 Coffs Harbour - Grafton,2007-08-01,36.87,104
105 Far West and Orana,2007-08-01,34.57,105
106 Hunter Valley exc Newcastle,2007-08-01,45.84,106
107 Illawarra,2007-08-01,38.49,107
108 Mid North Coast,2007-08-01,39.49,108
109 Murray,2007-08-01,38.35,109
110 New England and North West,2007-08-01,32.88,110
111 Newcastle and Lake Macquarie,2007-08-01,33.40,111
112 Richmond - Tweed,2007-08-01,34.85,112
113 Riverina,2007-08-01,36.25,113
114 Southern Highlands and Shoalhaven,2007-08-01,35.17,114
206 Melbourne - Inner,2007-08-01,16.12,206
207 Melbourne - Inner East,2007-08-01,17.62,207
208 Melbourne - Inner South,2007-08-01,20.49,208
209 Melbourne - North East,2007-08-01,33.80,209
210 Melbourne - North West,2007-08-01,40.07,210
211 Melbourne - Outer East,2007-08-01,35.14,211
212 Melbourne - South East,2007-08-01,39.53,212
213 Melbourne - West,2007-08-01,39.51,213
214 Mornington Peninsula,2007-08-01,37.63,214
201 Ballarat,2007-08-01,40.13,201
202 Bendigo,2007-08-01,35.48,202
203 Geelong,2007-08-01,36.64,203
204 Hume,2007-08-01,41.87,204
205 Latrobe - Gippsland,2007-08-01,40.23,205
215 Victoria - North West,2007-08-01,32.43,215
216 Shepparton,2007-08-01,35.20,216
217 Warrnambool and South West,2007-08-01,39.03,217
301 Brisbane - East,2007-08-01,35.90,301
302 Brisbane - North,2007-08-01,29.46,302
303 Brisbane - South,2007-08-01,27.41,303
304 Brisbane - West,2007-08-01,19.19,304
305 Brisbane Inner City,2007-08-01,16.34,305
310 Ipswich,2007-08-01,43.61,310
311 Logan - Beaudesert,2007-08-01,44.46,311
313 Moreton Bay - North,2007-08-01,42.83,313
314 Moreton Bay - South,2007-08-01,31.63,314
306 Cairns,2007-08-01,40.03,306
307 Darling Downs - Maranoa,2007-08-01,40.03,307
308 Fitzroy,2007-08-01,44.39,308
309 Gold Coast,2007-08-01,36.18,309
312 Mackay,2007-08-01,43.76,312
315 Queensland - Outback,2007-08-01,47.31,315
316 Sunshine Coast,2007-08-01,35.60,316
317 Toowoomba,2007-08-01,35.13,317
318 Townsville,2007-08-01,42.15,318
319 Wide Bay,2007-08-01,43.03,319
401 Adelaide - Central and Hills,2007-08-01,22.86,401
402 Adelaide - North,2007-08-01,39.46,402
403 Adelaide - South,2007-08-01,31.93,403
404 Adelaide - West,2007-08-01,31.67,404
405 Barossa - Yorke - Mid North,2007-08-01,36.39,405
406 South Australia - Outback,2007-08-01,48.12,406
407 South Australia - South East,2007-08-01,40.76,407
502 Mandurah,2007-08-01,47.21,502
503 Perth - Inner,2007-08-01,16.52,503
504 Perth - North East,2007-08-01,37.56,504
505 Perth - North West,2007-08-01,32.17,505
506 Perth - South East,2007-08-01,34.64,506
507 Perth - South West,2007-08-01,34.57,507
501 Bunbury,2007-08-01,47.01,501
508 Western Australia - Outback,2007-08-01,48.99,508
509 Western Australia - Wheat Belt,2007-08-01,39.37,509
601 Hobart,2007-08-01,30.12,601
602 Launceston and North East,2007-08-01,38.04,602
603 Tasmania - South East,2007-08-01,42.67,603
604 Tasmania - West and North West,2007-08-01,45.90,604
701 Darwin,2007-08-01,30.00,701
702 Northern Territory - Outback,2007-08-01,39.12,702
801 Australian Capital Territory,2007-08-01,18.67,801
102 Central Coast,2008-08-01,37.33,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-08-01,24.54,115
116 Sydney - Blacktown,2008-08-01,41.82,116
117 Sydney - City and Inner South,2008-08-01,19.84,117
118 Sydney - Eastern Suburbs,2008-08-01,16.31,118
119 Sydney - Inner South West,2008-08-01,36.38,119
120 Sydney - Inner West,2008-08-01,19.72,120
121 Sydney - North Sydney and Hornsby,2008-08-01,13.64,121
122 Sydney - Northern Beaches,2008-08-01,20.98,122
123 Sydney - Outer South West,2008-08-01,37.73,123
124 Sydney - Outer West and Blue Mountains,2008-08-01,34.05,124
125 Sydney - Parramatta,2008-08-01,31.26,125
126 Sydney - Ryde,2008-08-01,17.10,126
127 Sydney - South West,2008-08-01,44.55,127
128 Sydney - Sutherland,2008-08-01,27.41,128
101 Capital Region,2008-08-01,32.94,101
103 New South Wales - Central West,2008-08-01,38.72,103
104 Coffs Harbour - Grafton,2008-08-01,37.73,104
105 Far West and Orana,2008-08-01,29.21,105
106 Hunter Valley exc Newcastle,2008-08-01,44.25,106
107 Illawarra,2008-08-01,38.04,107
108 Mid North Coast,2008-08-01,35.08,108
109 Murray,2008-08-01,42.38,109
110 New England and North West,2008-08-01,38.25,110
111 Newcastle and Lake Macquarie,2008-08-01,34.56,111
112 Richmond - Tweed,2008-08-01,39.29,112
113 Riverina,2008-08-01,37.68,113
114 Southern Highlands and Shoalhaven,2008-08-01,32.78,114
206 Melbourne - Inner,2008-08-01,15.65,206
207 Melbourne - Inner East,2008-08-01,18.55,207
208 Melbourne - Inner South,2008-08-01,17.30,208
209 Melbourne - North East,2008-08-01,32.23,209
210 Melbourne - North West,2008-08-01,37.21,210
211 Melbourne - Outer East,2008-08-01,33.05,211
212 Melbourne - South East,2008-08-01,38.42,212
213 Melbourne - West,2008-08-01,39.22,213
214 Mornington Peninsula,2008-08-01,37.17,214
201 Ballarat,2008-08-01,43.31,201
202 Bendigo,2008-08-01,32.00,202
203 Geelong,2008-08-01,35.47,203
204 Hume,2008-08-01,41.72,204
205 Latrobe - Gippsland,2008-08-01,39.50,205
215 Victoria - North West,2008-08-01,39.76,215
216 Shepparton,2008-08-01,41.73,216
217 Warrnambool and South West,2008-08-01,41.33,217
301 Brisbane - East,2008-08-01,37.30,301
302 Brisbane - North,2008-08-01,32.53,302
303 Brisbane - South,2008-08-01,26.20,303
304 Brisbane - West,2008-08-01,15.35,304
305 Brisbane Inner City,2008-08-01,18.01,305
310 Ipswich,2008-08-01,43.56,310
311 Logan - Beaudesert,2008-08-01,40.47,311
313 Moreton Bay - North,2008-08-01,38.21,313
314 Moreton Bay - South,2008-08-01,29.06,314
306 Cairns,2008-08-01,42.39,306
307 Darling Downs - Maranoa,2008-08-01,36.28,307
308 Fitzroy,2008-08-01,47.07,308
309 Gold Coast,2008-08-01,32.35,309
312 Mackay,2008-08-01,43.54,312
315 Queensland - Outback,2008-08-01,48.77,315
316 Sunshine Coast,2008-08-01,33.99,316
317 Toowoomba,2008-08-01,35.54,317
318 Townsville,2008-08-01,41.79,318
319 Wide Bay,2008-08-01,41.82,319
401 Adelaide - Central and Hills,2008-08-01,21.50,401
402 Adelaide - North,2008-08-01,37.53,402
403 Adelaide - South,2008-08-01,31.55,403
404 Adelaide - West,2008-08-01,32.77,404
405 Barossa - Yorke - Mid North,2008-08-01,36.92,405
406 South Australia - Outback,2008-08-01,41.57,406
407 South Australia - South East,2008-08-01,42.49,407
502 Mandurah,2008-08-01,49.10,502
503 Perth - Inner,2008-08-01,15.68,503
504 Perth - North East,2008-08-01,39.34,504
505 Perth - North West,2008-08-01,31.68,505
506 Perth - South East,2008-08-01,38.95,506
507 Perth - South West,2008-08-01,36.41,507
501 Bunbury,2008-08-01,47.21,501
508 Western Australia - Outback,2008-08-01,47.73,508
509 Western Australia - Wheat Belt,2008-08-01,37.62,509
601 Hobart,2008-08-01,27.58,601
602 Launceston and North East,2008-08-01,37.65,602
603 Tasmania - South East,2008-08-01,41.28,603
604 Tasmania - West and North West,2008-08-01,47.72,604
701 Darwin,2008-08-01,31.12,701
702 Northern Territory - Outback,2008-08-01,38.18,702
801 Australian Capital Territory,2008-08-01,18.41,801
102 Central Coast,2009-08-01,34.47,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-08-01,21.22,115
116 Sydney - Blacktown,2009-08-01,41.52,116
117 Sydney - City and Inner South,2009-08-01,16.99,117
118 Sydney - Eastern Suburbs,2009-08-01,16.23,118
119 Sydney - Inner South West,2009-08-01,34.95,119
120 Sydney - Inner West,2009-08-01,20.20,120
121 Sydney - North Sydney and Hornsby,2009-08-01,14.04,121
122 Sydney - Northern Beaches,2009-08-01,25.10,122
123 Sydney - Outer South West,2009-08-01,32.31,123
124 Sydney - Outer West and Blue Mountains,2009-08-01,35.59,124
125 Sydney - Parramatta,2009-08-01,33.04,125
126 Sydney - Ryde,2009-08-01,18.36,126
127 Sydney - South West,2009-08-01,46.56,127
128 Sydney - Sutherland,2009-08-01,25.30,128
101 Capital Region,2009-08-01,28.97,101
103 New South Wales - Central West,2009-08-01,43.45,103
104 Coffs Harbour - Grafton,2009-08-01,38.32,104
105 Far West and Orana,2009-08-01,28.55,105
106 Hunter Valley exc Newcastle,2009-08-01,42.04,106
107 Illawarra,2009-08-01,36.03,107
108 Mid North Coast,2009-08-01,33.20,108
109 Murray,2009-08-01,34.57,109
110 New England and North West,2009-08-01,37.94,110
111 Newcastle and Lake Macquarie,2009-08-01,32.73,111
112 Richmond - Tweed,2009-08-01,36.65,112
113 Riverina,2009-08-01,43.98,113
114 Southern Highlands and Shoalhaven,2009-08-01,33.86,114
206 Melbourne - Inner,2009-08-01,16.03,206
207 Melbourne - Inner East,2009-08-01,17.34,207
208 Melbourne - Inner South,2009-08-01,16.85,208
209 Melbourne - North East,2009-08-01,31.36,209
210 Melbourne - North West,2009-08-01,39.13,210
211 Melbourne - Outer East,2009-08-01,31.11,211
212 Melbourne - South East,2009-08-01,35.25,212
213 Melbourne - West,2009-08-01,36.79,213
214 Mornington Peninsula,2009-08-01,34.59,214
201 Ballarat,2009-08-01,39.22,201
202 Bendigo,2009-08-01,34.57,202
203 Geelong,2009-08-01,34.88,203
204 Hume,2009-08-01,49.92,204
205 Latrobe - Gippsland,2009-08-01,39.93,205
215 Victoria - North West,2009-08-01,34.32,215
216 Shepparton,2009-08-01,41.68,216
217 Warrnambool and South West,2009-08-01,42.75,217
301 Brisbane - East,2009-08-01,31.82,301
302 Brisbane - North,2009-08-01,33.60,302
303 Brisbane - South,2009-08-01,23.70,303
304 Brisbane - West,2009-08-01,14.66,304
305 Brisbane Inner City,2009-08-01,17.47,305
310 Ipswich,2009-08-01,45.59,310
311 Logan - Beaudesert,2009-08-01,43.96,311
313 Moreton Bay - North,2009-08-01,36.96,313
314 Moreton Bay - South,2009-08-01,29.72,314
306 Cairns,2009-08-01,37.29,306
307 Darling Downs - Maranoa,2009-08-01,35.29,307
308 Fitzroy,2009-08-01,52.33,308
309 Gold Coast,2009-08-01,34.43,309
312 Mackay,2009-08-01,44.49,312
315 Queensland - Outback,2009-08-01,44.90,315
316 Sunshine Coast,2009-08-01,33.66,316
317 Toowoomba,2009-08-01,37.01,317
318 Townsville,2009-08-01,38.98,318
319 Wide Bay,2009-08-01,43.81,319
401 Adelaide - Central and Hills,2009-08-01,21.45,401
402 Adelaide - North,2009-08-01,41.57,402
403 Adelaide - South,2009-08-01,31.50,403
404 Adelaide - West,2009-08-01,31.85,404
405 Barossa - Yorke - Mid North,2009-08-01,39.28,405
406 South Australia - Outback,2009-08-01,38.65,406
407 South Australia - South East,2009-08-01,35.59,407
502 Mandurah,2009-08-01,43.86,502
503 Perth - Inner,2009-08-01,17.49,503
504 Perth - North East,2009-08-01,34.91,504
505 Perth - North West,2009-08-01,33.26,505
506 Perth - South East,2009-08-01,37.77,506
507 Perth - South West,2009-08-01,35.62,507
501 Bunbury,2009-08-01,40.56,501
508 Western Australia - Outback,2009-08-01,47.34,508
509 Western Australia - Wheat Belt,2009-08-01,40.95,509
601 Hobart,2009-08-01,28.83,601
602 Launceston and North East,2009-08-01,35.36,602
603 Tasmania - South East,2009-08-01,37.73,603
604 Tasmania - West and North West,2009-08-01,43.64,604
701 Darwin,2009-08-01,30.23,701
702 Northern Territory - Outback,2009-08-01,38.72,702
801 Australian Capital Territory,2009-08-01,17.88,801
102 Central Coast,2010-08-01,31.17,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-08-01,21.69,115
116 Sydney - Blacktown,2010-08-01,36.04,116
117 Sydney - City and Inner South,2010-08-01,17.39,117
118 Sydney - Eastern Suburbs,2010-08-01,13.52,118
119 Sydney - Inner South West,2010-08-01,30.79,119
120 Sydney - Inner West,2010-08-01,17.82,120
121 Sydney - North Sydney and Hornsby,2010-08-01,12.48,121
122 Sydney - Northern Beaches,2010-08-01,20.18,122
123 Sydney - Outer South West,2010-08-01,36.83,123
124 Sydney - Outer West and Blue Mountains,2010-08-01,38.57,124
125 Sydney - Parramatta,2010-08-01,32.32,125
126 Sydney - Ryde,2010-08-01,21.28,126
127 Sydney - South West,2010-08-01,43.55,127
128 Sydney - Sutherland,2010-08-01,25.61,128
101 Capital Region,2010-08-01,24.81,101
103 New South Wales - Central West,2010-08-01,35.43,103
104 Coffs Harbour - Grafton,2010-08-01,35.19,104
105 Far West and Orana,2010-08-01,36.47,105
106 Hunter Valley exc Newcastle,2010-08-01,46.65,106
107 Illawarra,2010-08-01,31.87,107
108 Mid North Coast,2010-08-01,35.75,108
109 Murray,2010-08-01,35.88,109
110 New England and North West,2010-08-01,40.87,110
111 Newcastle and Lake Macquarie,2010-08-01,32.23,111
112 Richmond - Tweed,2010-08-01,34.65,112
113 Riverina,2010-08-01,46.02,113
114 Southern Highlands and Shoalhaven,2010-08-01,34.90,114
206 Melbourne - Inner,2010-08-01,15.34,206
207 Melbourne - Inner East,2010-08-01,17.63,207
208 Melbourne - Inner South,2010-08-01,17.69,208
209 Melbourne - North East,2010-08-01,28.39,209
210 Melbourne - North West,2010-08-01,37.12,210
211 Melbourne - Outer East,2010-08-01,30.31,211
212 Melbourne - South East,2010-08-01,36.68,212
213 Melbourne - West,2010-08-01,36.75,213
214 Mornington Peninsula,2010-08-01,35.40,214
201 Ballarat,2010-08-01,35.97,201
202 Bendigo,2010-08-01,30.32,202
203 Geelong,2010-08-01,34.64,203
204 Hume,2010-08-01,36.84,204
205 Latrobe - Gippsland,2010-08-01,40.75,205
215 Victoria - North West,2010-08-01,34.88,215
216 Shepparton,2010-08-01,41.62,216
217 Warrnambool and South West,2010-08-01,40.80,217
301 Brisbane - East,2010-08-01,32.18,301
302 Brisbane - North,2010-08-01,28.55,302
303 Brisbane - South,2010-08-01,26.61,303
304 Brisbane - West,2010-08-01,17.94,304
305 Brisbane Inner City,2010-08-01,17.29,305
310 Ipswich,2010-08-01,44.95,310
311 Logan - Beaudesert,2010-08-01,42.19,311
