Labour market region (SA4): ASGS (2011),date,percent part-time,sa4_code_2011
209 Melbourne - North East,2001-11-01,20.55,209
210 Melbourne - North West,2001-11-01,36.29,210
211 Melbourne - Outer East,2001-11-01,39.24,211
212 Melbourne - South East,2001-11-01,33.79,212
213 Melbourne - West,2001-11-01,41.22,213
214 Mornington Peninsula,2001-11-01,41.96,214
201 Ballarat,2001-11-01,38.90,201
202 Bendigo,2001-11-01,38.27,202
203 Geelong,2001-11-01,34.61,203
204 Hume,2001-11-01,35.86,204
205 Latrobe - Gippsland,2001-11-01,39.03,205
215 Victoria - North West,2001-11-01,35.83,215
216 Shepparton,2001-11-01,32.56,216
217 Warrnambool and South West,2001-11-01,40.17,217
301 Brisbane - East,2001-11-01,35.85,301
302 Brisbane - North,2001-11-01,32.82,302
303 Brisbane - South,2001-11-01,31.93,303
304 Brisbane - West,2001-11-01,28.44,304
305 Brisbane Inner City,2001-11-01,20.96,305
310 Ipswich,2001-11-01,20.88,310
311 Logan - Beaudesert,2001-11-01,45.69,311
313 Moreton Bay - North,2001-11-01,47.48,313
314 Moreton Bay - South,2001-11-01,41.90,314
306 Cairns,2001-11-01,29.38,306
307 Darling Downs - Maranoa,2001-11-01,36.46,307
308 Fitzroy,2001-11-01,40.88,308
309 Gold Coast,2001-11-01,41.45,309
312 Mackay,2001-11-01,33.07,312
315 Queensland - Outback,2001-11-01,42.91,315
316 Sunshine Coast,2001-11-01,51.62,316
317 Toowoomba,2001-11-01,36.56,317
318 Townsville,2001-11-01,39.44,318
319 Wide Bay,2001-11-01,36.24,319
401 Adelaide - Central and Hills,2001-11-01,39.79,401
402 Adelaide - North,2001-11-01,24.10,402
403 Adelaide - South,2001-11-01,43.25,403
404 Adelaide - West,2001-11-01,33.70,404
405 Barossa - Yorke - Mid North,2001-11-01,33.58,405
406 South Australia - Outback,2001-11-01,41.37,406
407 South Australia - South East,2001-11-01,43.46,407
502 Mandurah,2001-11-01,38.54,502
503 Perth - Inner,2001-11-01,39.20,503
504 Perth - North East,2001-11-01,17.91,504
505 Perth - North West,2001-11-01,36.11,505
506 Perth - South East,2001-11-01,33.50,506
507 Perth - South West,2001-11-01,36.36,507
501 Bunbury,2001-11-01,35.77,501
508 Western Australia - Outback,2001-11-01,45.62,508
509 Western Australia - Wheat Belt,2001-11-01,42.04,509
601 Hobart,2001-11-01,37.40,601
602 Launceston and North East,2001-11-01,31.94,602
603 Tasmania - South East,2001-11-01,37.10,603
604 Tasmania - West and North West,2001-11-01,44.81,604
701 Darwin,2001-11-01,43.16,701
702 Northern Territory - Outback,2001-11-01,29.53,702
801 Australian Capital Territory,2001-11-01,43.05,801
102 Central Coast,2002-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2002-11-01,35.59,115
116 Sydney - Blacktown,2002-11-01,21.82,116
117 Sydney - City and Inner South,2002-11-01,37.74,117
118 Sydney - Eastern Suburbs,2002-11-01,21.50,118
119 Sydney - Inner South West,2002-11-01,17.36,119
120 Sydney - Inner West,2002-11-01,35.77,120
121 Sydney - North Sydney and Hornsby,2002-11-01,23.03,121
122 Sydney - Northern Beaches,2002-11-01,15.10,122
123 Sydney - Outer South West,2002-11-01,24.09,123
124 Sydney - Outer West and Blue Mountains,2002-11-01,42.84,124
125 Sydney - Parramatta,2002-11-01,36.89,125
126 Sydney - Ryde,2002-11-01,35.95,126
127 Sydney - South West,2002-11-01,18.64,127
128 Sydney - Sutherland,2002-11-01,47.03,128
101 Capital Region,2002-11-01,25.77,101
103 New South Wales - Central West,2002-11-01,37.43,103
104 Coffs Harbour - Grafton,2002-11-01,42.47,104
105 Far West and Orana,2002-11-01,30.85,105
106 Hunter Valley exc Newcastle,2002-11-01,35.74,106
107 Illawarra,2002-11-01,44.99,107
108 Mid North Coast,2002-11-01,35.74,108
109 Murray,2002-11-01,42.11,109
110 New England and North West,2002-11-01,41.02,110
111 Newcastle and Lake Macquarie,2002-11-01,36.47,111
112 Richmond - Tweed,2002-11-01,36.25,112
113 Riverina,2002-11-01,32.22,113
114 Southern Highlands and Shoalhaven,2002-11-01,33.34,114
206 Melbourne - Inner,2002-11-01,37.35,206
207 Melbourne - Inner East,2002-11-01,17.66,207
208 Melbourne - Inner South,2002-11-01,17.38,208
209 Melbourne - North East,2002-11-01,19.94,209
210 Melbourne - North West,2002-11-01,36.20,210
211 Melbourne - Outer East,2002-11-01,40.45,211
212 Melbourne - South East,2002-11-01,34.20,212
213 Melbourne - West,2002-11-01,40.24,213
214 Mornington Peninsula,2002-11-01,39.66,214
201 Ballarat,2002-11-01,42.53,201
202 Bendigo,2002-11-01,35.58,202
203 Geelong,2002-11-01,37.34,203
204 Hume,2002-11-01,34.80,204
205 Latrobe - Gippsland,2002-11-01,37.56,205
215 Victoria - North West,2002-11-01,38.69,215
216 Shepparton,2002-11-01,31.68,216
217 Warrnambool and South West,2002-11-01,36.05,217
301 Brisbane - East,2002-11-01,41.22,301
302 Brisbane - North,2002-11-01,33.69,302
303 Brisbane - South,2002-11-01,34.01,303
304 Brisbane - West,2002-11-01,26.90,304
305 Brisbane Inner City,2002-11-01,20.18,305
310 Ipswich,2002-11-01,20.01,310
311 Logan - Beaudesert,2002-11-01,44.89,311
313 Moreton Bay - North,2002-11-01,46.25,313
314 Moreton Bay - South,2002-11-01,39.09,314
306 Cairns,2002-11-01,31.50,306
307 Darling Downs - Maranoa,2002-11-01,34.23,307
308 Fitzroy,2002-11-01,38.65,308
309 Gold Coast,2002-11-01,42.17,309
312 Mackay,2002-11-01,34.19,312
315 Queensland - Outback,2002-11-01,44.91,315
316 Sunshine Coast,2002-11-01,43.82,316
317 Toowoomba,2002-11-01,35.25,317
318 Townsville,2002-11-01,42.66,318
319 Wide Bay,2002-11-01,29.81,319
401 Adelaide - Central and Hills,2002-11-01,39.59,401
402 Adelaide - North,2002-11-01,23.54,402
403 Adelaide - South,2002-11-01,44.80,403
404 Adelaide - West,2002-11-01,34.12,404
405 Barossa - Yorke - Mid North,2002-11-01,34.56,405
406 South Australia - Outback,2002-11-01,38.95,406
407 South Australia - South East,2002-11-01,49.27,407
502 Mandurah,2002-11-01,42.50,502
503 Perth - Inner,2002-11-01,47.71,503
504 Perth - North East,2002-11-01,16.00,504
505 Perth - North West,2002-11-01,34.93,505
506 Perth - South East,2002-11-01,31.96,506
507 Perth - South West,2002-11-01,34.17,507
501 Bunbury,2002-11-01,33.13,501
508 Western Australia - Outback,2002-11-01,44.44,508
509 Western Australia - Wheat Belt,2002-11-01,48.99,509
601 Hobart,2002-11-01,32.38,601
602 Launceston and North East,2002-11-01,30.31,602
603 Tasmania - South East,2002-11-01,38.26,603
604 Tasmania - West and North West,2002-11-01,46.32,604
701 Darwin,2002-11-01,40.99,701
702 Northern Territory - Outback,2002-11-01,31.12,702
801 Australian Capital Territory,2002-11-01,42.86,801
102 Central Coast,2003-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2003-11-01,39.12,115
116 Sydney - Blacktown,2003-11-01,26.11,116
117 Sydney - City and Inner South,2003-11-01,40.35,117
118 Sydney - Eastern Suburbs,2003-11-01,23.09,118
119 Sydney - Inner South West,2003-11-01,16.25,119
120 Sydney - Inner West,2003-11-01,35.89,120
121 Sydney - North Sydney and Hornsby,2003-11-01,21.54,121
122 Sydney - Northern Beaches,2003-11-01,13.50,122
123 Sydney - Outer South West,2003-11-01,23.49,123
124 Sydney - Outer West and Blue Mountains,2003-11-01,38.61,124
125 Sydney - Parramatta,2003-11-01,32.72,125
126 Sydney - Ryde,2003-11-01,35.21,126
127 Sydney - South West,2003-11-01,19.69,127
128 Sydney - Sutherland,2003-11-01,40.99,128
101 Capital Region,2003-11-01,27.95,101
103 New South Wales - Central West,2003-11-01,35.20,103
104 Coffs Harbour - Grafton,2003-11-01,42.48,104
105 Far West and Orana,2003-11-01,40.17,105
106 Hunter Valley exc Newcastle,2003-11-01,33.69,106
107 Illawarra,2003-11-01,43.61,107
108 Mid North Coast,2003-11-01,39.57,108
109 Murray,2003-11-01,38.41,109
110 New England and North West,2003-11-01,39.89,110
111 Newcastle and Lake Macquarie,2003-11-01,34.38,111
112 Richmond - Tweed,2003-11-01,35.43,112
113 Riverina,2003-11-01,33.37,113
114 Southern Highlands and Shoalhaven,2003-11-01,37.87,114
206 Melbourne - Inner,2003-11-01,38.28,206
207 Melbourne - Inner East,2003-11-01,18.36,207
208 Melbourne - Inner South,2003-11-01,18.32,208
209 Melbourne - North East,2003-11-01,19.29,209
210 Melbourne - North West,2003-11-01,32.83,210
211 Melbourne - Outer East,2003-11-01,40.09,211
212 Melbourne - South East,2003-11-01,33.34,212
213 Melbourne - West,2003-11-01,40.99,213
214 Mornington Peninsula,2003-11-01,41.36,214
201 Ballarat,2003-11-01,39.49,201
202 Bendigo,2003-11-01,38.01,202
203 Geelong,2003-11-01,34.13,203
204 Hume,2003-11-01,39.42,204
205 Latrobe - Gippsland,2003-11-01,36.24,205
215 Victoria - North West,2003-11-01,35.81,215
216 Shepparton,2003-11-01,32.70,216
217 Warrnambool and South West,2003-11-01,37.48,217
301 Brisbane - East,2003-11-01,35.73,301
302 Brisbane - North,2003-11-01,39.61,302
303 Brisbane - South,2003-11-01,32.78,303
304 Brisbane - West,2003-11-01,28.02,304
305 Brisbane Inner City,2003-11-01,17.27,305
310 Ipswich,2003-11-01,16.61,310
311 Logan - Beaudesert,2003-11-01,45.88,311
313 Moreton Bay - North,2003-11-01,47.62,313
314 Moreton Bay - South,2003-11-01,42.27,314
306 Cairns,2003-11-01,35.71,306
307 Darling Downs - Maranoa,2003-11-01,37.79,307
308 Fitzroy,2003-11-01,33.28,308
309 Gold Coast,2003-11-01,44.38,309
312 Mackay,2003-11-01,32.27,312
315 Queensland - Outback,2003-11-01,42.99,315
316 Sunshine Coast,2003-11-01,46.12,316
317 Toowoomba,2003-11-01,34.15,317
318 Townsville,2003-11-01,37.51,318
319 Wide Bay,2003-11-01,38.88,319
401 Adelaide - Central and Hills,2003-11-01,38.34,401
402 Adelaide - North,2003-11-01,22.31,402
403 Adelaide - South,2003-11-01,41.89,403
404 Adelaide - West,2003-11-01,34.32,404
405 Barossa - Yorke - Mid North,2003-11-01,33.42,405
406 South Australia - Outback,2003-11-01,37.05,406
407 South Australia - South East,2003-11-01,44.75,407
502 Mandurah,2003-11-01,41.08,502
503 Perth - Inner,2003-11-01,45.95,503
504 Perth - North East,2003-11-01,15.10,504
505 Perth - North West,2003-11-01,35.47,505
506 Perth - South East,2003-11-01,31.77,506
507 Perth - South West,2003-11-01,35.37,507
501 Bunbury,2003-11-01,33.49,501
508 Western Australia - Outback,2003-11-01,47.06,508
509 Western Australia - Wheat Belt,2003-11-01,43.65,509
601 Hobart,2003-11-01,39.26,601
602 Launceston and North East,2003-11-01,30.14,602
603 Tasmania - South East,2003-11-01,38.49,603
604 Tasmania - West and North West,2003-11-01,45.86,604
701 Darwin,2003-11-01,43.26,701
702 Northern Territory - Outback,2003-11-01,31.88,702
801 Australian Capital Territory,2003-11-01,41.34,801
102 Central Coast,2004-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2004-11-01,35.73,115
116 Sydney - Blacktown,2004-11-01,24.65,116
117 Sydney - City and Inner South,2004-11-01,42.81,117
118 Sydney - Eastern Suburbs,2004-11-01,21.39,118
119 Sydney - Inner South West,2004-11-01,17.97,119
120 Sydney - Inner West,2004-11-01,35.95,120
121 Sydney - North Sydney and Hornsby,2004-11-01,22.72,121
122 Sydney - Northern Beaches,2004-11-01,13.92,122
123 Sydney - Outer South West,2004-11-01,23.48,123
124 Sydney - Outer West and Blue Mountains,2004-11-01,37.71,124
125 Sydney - Parramatta,2004-11-01,34.91,125
126 Sydney - Ryde,2004-11-01,36.93,126
127 Sydney - South West,2004-11-01,18.42,127
128 Sydney - Sutherland,2004-11-01,44.69,128
101 Capital Region,2004-11-01,28.15,101
103 New South Wales - Central West,2004-11-01,38.31,103
104 Coffs Harbour - Grafton,2004-11-01,39.53,104
105 Far West and Orana,2004-11-01,35.48,105
106 Hunter Valley exc Newcastle,2004-11-01,34.10,106
107 Illawarra,2004-11-01,43.27,107
108 Mid North Coast,2004-11-01,36.81,108
109 Murray,2004-11-01,36.06,109
110 New England and North West,2004-11-01,35.27,110
111 Newcastle and Lake Macquarie,2004-11-01,33.26,111
112 Richmond - Tweed,2004-11-01,35.14,112
113 Riverina,2004-11-01,33.20,113
114 Southern Highlands and Shoalhaven,2004-11-01,36.63,114
206 Melbourne - Inner,2004-11-01,37.96,206
207 Melbourne - Inner East,2004-11-01,19.20,207
208 Melbourne - Inner South,2004-11-01,18.26,208
209 Melbourne - North East,2004-11-01,17.88,209
210 Melbourne - North West,2004-11-01,32.14,210
211 Melbourne - Outer East,2004-11-01,41.83,211
212 Melbourne - South East,2004-11-01,36.14,212
213 Melbourne - West,2004-11-01,39.80,213
214 Mornington Peninsula,2004-11-01,39.33,214
201 Ballarat,2004-11-01,35.21,201
202 Bendigo,2004-11-01,41.35,202
203 Geelong,2004-11-01,32.86,203
204 Hume,2004-11-01,39.36,204
205 Latrobe - Gippsland,2004-11-01,40.17,205
215 Victoria - North West,2004-11-01,36.41,215
216 Shepparton,2004-11-01,34.44,216
217 Warrnambool and South West,2004-11-01,34.11,217
301 Brisbane - East,2004-11-01,41.67,301
302 Brisbane - North,2004-11-01,37.38,302
303 Brisbane - South,2004-11-01,31.66,303
304 Brisbane - West,2004-11-01,28.25,304
305 Brisbane Inner City,2004-11-01,18.49,305
310 Ipswich,2004-11-01,17.11,310
311 Logan - Beaudesert,2004-11-01,44.51,311
313 Moreton Bay - North,2004-11-01,45.30,313
314 Moreton Bay - South,2004-11-01,39.65,314
306 Cairns,2004-11-01,37.04,306
307 Darling Downs - Maranoa,2004-11-01,34.76,307
308 Fitzroy,2004-11-01,38.54,308
309 Gold Coast,2004-11-01,42.24,309
312 Mackay,2004-11-01,33.17,312
315 Queensland - Outback,2004-11-01,41.48,315
316 Sunshine Coast,2004-11-01,39.43,316
317 Toowoomba,2004-11-01,37.27,317
318 Townsville,2004-11-01,38.39,318
319 Wide Bay,2004-11-01,39.60,319
401 Adelaide - Central and Hills,2004-11-01,36.89,401
402 Adelaide - North,2004-11-01,22.47,402
403 Adelaide - South,2004-11-01,42.93,403
404 Adelaide - West,2004-11-01,31.69,404
405 Barossa - Yorke - Mid North,2004-11-01,33.40,405
406 South Australia - Outback,2004-11-01,40.17,406
407 South Australia - South East,2004-11-01,42.81,407
502 Mandurah,2004-11-01,41.72,502
503 Perth - Inner,2004-11-01,51.85,503
504 Perth - North East,2004-11-01,15.77,504
505 Perth - North West,2004-11-01,36.11,505
506 Perth - South East,2004-11-01,33.19,506
507 Perth - South West,2004-11-01,37.62,507
501 Bunbury,2004-11-01,33.65,501
508 Western Australia - Outback,2004-11-01,45.61,508
509 Western Australia - Wheat Belt,2004-11-01,43.44,509
601 Hobart,2004-11-01,42.26,601
602 Launceston and North East,2004-11-01,29.45,602
603 Tasmania - South East,2004-11-01,37.66,603
604 Tasmania - West and North West,2004-11-01,45.39,604
701 Darwin,2004-11-01,43.80,701
702 Northern Territory - Outback,2004-11-01,33.70,702
801 Australian Capital Territory,2004-11-01,37.78,801
102 Central Coast,2005-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2005-11-01,33.47,115
116 Sydney - Blacktown,2005-11-01,25.18,116
117 Sydney - City and Inner South,2005-11-01,39.05,117
118 Sydney - Eastern Suburbs,2005-11-01,21.26,118
119 Sydney - Inner South West,2005-11-01,17.79,119
120 Sydney - Inner West,2005-11-01,32.81,120
121 Sydney - North Sydney and Hornsby,2005-11-01,24.17,121
122 Sydney - Northern Beaches,2005-11-01,14.22,122
123 Sydney - Outer South West,2005-11-01,22.96,123
124 Sydney - Outer West and Blue Mountains,2005-11-01,37.06,124
125 Sydney - Parramatta,2005-11-01,35.46,125
126 Sydney - Ryde,2005-11-01,35.25,126
127 Sydney - South West,2005-11-01,16.35,127
128 Sydney - Sutherland,2005-11-01,42.31,128
101 Capital Region,2005-11-01,29.32,101
103 New South Wales - Central West,2005-11-01,34.36,103
104 Coffs Harbour - Grafton,2005-11-01,35.95,104
105 Far West and Orana,2005-11-01,36.20,105
106 Hunter Valley exc Newcastle,2005-11-01,33.00,106
107 Illawarra,2005-11-01,43.75,107
108 Mid North Coast,2005-11-01,37.24,108
109 Murray,2005-11-01,39.77,109
110 New England and North West,2005-11-01,45.65,110
111 Newcastle and Lake Macquarie,2005-11-01,36.60,111
112 Richmond - Tweed,2005-11-01,31.36,112
113 Riverina,2005-11-01,34.72,113
114 Southern Highlands and Shoalhaven,2005-11-01,34.88,114
206 Melbourne - Inner,2005-11-01,35.59,206
207 Melbourne - Inner East,2005-11-01,17.18,207
208 Melbourne - Inner South,2005-11-01,17.89,208
209 Melbourne - North East,2005-11-01,20.38,209
210 Melbourne - North West,2005-11-01,32.36,210
211 Melbourne - Outer East,2005-11-01,41.08,211
212 Melbourne - South East,2005-11-01,33.06,212
213 Melbourne - West,2005-11-01,39.26,213
214 Mornington Peninsula,2005-11-01,38.23,214
201 Ballarat,2005-11-01,39.05,201
202 Bendigo,2005-11-01,36.49,202
203 Geelong,2005-11-01,33.18,203
204 Hume,2005-11-01,37.52,204
205 Latrobe - Gippsland,2005-11-01,36.50,205
215 Victoria - North West,2005-11-01,40.67,215
216 Shepparton,2005-11-01,35.65,216
217 Warrnambool and South West,2005-11-01,41.43,217
301 Brisbane - East,2005-11-01,40.09,301
302 Brisbane - North,2005-11-01,34.39,302
303 Brisbane - South,2005-11-01,31.81,303
304 Brisbane - West,2005-11-01,28.33,304
305 Brisbane Inner City,2005-11-01,17.19,305
310 Ipswich,2005-11-01,18.22,310
311 Logan - Beaudesert,2005-11-01,43.14,311
313 Moreton Bay - North,2005-11-01,46.37,313
314 Moreton Bay - South,2005-11-01,42.47,314
306 Cairns,2005-11-01,30.89,306
307 Darling Downs - Maranoa,2005-11-01,38.88,307
308 Fitzroy,2005-11-01,37.59,308
309 Gold Coast,2005-11-01,40.47,309
312 Mackay,2005-11-01,34.06,312
315 Queensland - Outback,2005-11-01,43.70,315
316 Sunshine Coast,2005-11-01,45.79,316
317 Toowoomba,2005-11-01,37.36,317
318 Townsville,2005-11-01,37.39,318
319 Wide Bay,2005-11-01,37.45,319
401 Adelaide - Central and Hills,2005-11-01,40.11,401
402 Adelaide - North,2005-11-01,21.70,402
403 Adelaide - South,2005-11-01,40.19,403
404 Adelaide - West,2005-11-01,33.42,404
405 Barossa - Yorke - Mid North,2005-11-01,32.08,405
406 South Australia - Outback,2005-11-01,38.18,406
407 South Australia - South East,2005-11-01,40.05,407
502 Mandurah,2005-11-01,41.40,502
503 Perth - Inner,2005-11-01,49.97,503
504 Perth - North East,2005-11-01,13.86,504
505 Perth - North West,2005-11-01,36.99,505
506 Perth - South East,2005-11-01,31.91,506
507 Perth - South West,2005-11-01,35.79,507
501 Bunbury,2005-11-01,33.83,501
508 Western Australia - Outback,2005-11-01,43.39,508
509 Western Australia - Wheat Belt,2005-11-01,44.08,509
601 Hobart,2005-11-01,36.75,601
602 Launceston and North East,2005-11-01,28.92,602
603 Tasmania - South East,2005-11-01,37.99,603
604 Tasmania - West and North West,2005-11-01,48.55,604
701 Darwin,2005-11-01,42.49,701
702 Northern Territory - Outback,2005-11-01,32.99,702
801 Australian Capital Territory,2005-11-01,32.77,801
102 Central Coast,2006-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-11-01,34.32,115
116 Sydney - Blacktown,2006-11-01,24.81,116
117 Sydney - City and Inner South,2006-11-01,40.35,117
118 Sydney - Eastern Suburbs,2006-11-01,19.88,118
119 Sydney - Inner South West,2006-11-01,15.12,119
120 Sydney - Inner West,2006-11-01,35.65,120
121 Sydney - North Sydney and Hornsby,2006-11-01,18.29,121
122 Sydney - Northern Beaches,2006-11-01,12.91,122
123 Sydney - Outer South West,2006-11-01,22.53,123
124 Sydney - Outer West and Blue Mountains,2006-11-01,35.84,124
125 Sydney - Parramatta,2006-11-01,32.89,125
126 Sydney - Ryde,2006-11-01,33.30,126
127 Sydney - South West,2006-11-01,19.09,127
128 Sydney - Sutherland,2006-11-01,41.76,128
101 Capital Region,2006-11-01,25.79,101
103 New South Wales - Central West,2006-11-01,36.27,103
104 Coffs Harbour - Grafton,2006-11-01,38.33,104
105 Far West and Orana,2006-11-01,37.52,105
106 Hunter Valley exc Newcastle,2006-11-01,32.64,106
107 Illawarra,2006-11-01,44.00,107
108 Mid North Coast,2006-11-01,35.71,108
109 Murray,2006-11-01,38.74,109
110 New England and North West,2006-11-01,40.16,110
111 Newcastle and Lake Macquarie,2006-11-01,34.28,111
112 Richmond - Tweed,2006-11-01,33.85,112
113 Riverina,2006-11-01,32.46,113
114 Southern Highlands and Shoalhaven,2006-11-01,36.29,114
206 Melbourne - Inner,2006-11-01,33.13,206
207 Melbourne - Inner East,2006-11-01,16.18,207
208 Melbourne - Inner South,2006-11-01,18.68,208
209 Melbourne - North East,2006-11-01,20.22,209
210 Melbourne - North West,2006-11-01,31.66,210
211 Melbourne - Outer East,2006-11-01,38.53,211
212 Melbourne - South East,2006-11-01,33.17,212
213 Melbourne - West,2006-11-01,35.96,213
214 Mornington Peninsula,2006-11-01,39.52,214
201 Ballarat,2006-11-01,37.58,201
202 Bendigo,2006-11-01,39.15,202
203 Geelong,2006-11-01,35.34,203
204 Hume,2006-11-01,35.65,204
205 Latrobe - Gippsland,2006-11-01,42.07,205
215 Victoria - North West,2006-11-01,40.67,215
216 Shepparton,2006-11-01,31.43,216
217 Warrnambool and South West,2006-11-01,39.97,217
301 Brisbane - East,2006-11-01,38.65,301
302 Brisbane - North,2006-11-01,35.34,302
303 Brisbane - South,2006-11-01,29.87,303
304 Brisbane - West,2006-11-01,27.90,304
305 Brisbane Inner City,2006-11-01,19.54,305
310 Ipswich,2006-11-01,17.25,310
311 Logan - Beaudesert,2006-11-01,45.16,311
313 Moreton Bay - North,2006-11-01,47.64,313
314 Moreton Bay - South,2006-11-01,39.83,314
306 Cairns,2006-11-01,31.93,306
307 Darling Downs - Maranoa,2006-11-01,38.94,307
308 Fitzroy,2006-11-01,43.55,308
309 Gold Coast,2006-11-01,45.58,309
312 Mackay,2006-11-01,34.56,312
315 Queensland - Outback,2006-11-01,46.30,315
316 Sunshine Coast,2006-11-01,43.63,316
317 Toowoomba,2006-11-01,35.94,317
318 Townsville,2006-11-01,38.09,318
319 Wide Bay,2006-11-01,37.33,319
401 Adelaide - Central and Hills,2006-11-01,40.97,401
402 Adelaide - North,2006-11-01,21.91,402
403 Adelaide - South,2006-11-01,42.74,403
404 Adelaide - West,2006-11-01,31.64,404
405 Barossa - Yorke - Mid North,2006-11-01,32.94,405
406 South Australia - Outback,2006-11-01,40.92,406
407 South Australia - South East,2006-11-01,43.97,407
502 Mandurah,2006-11-01,43.02,502
503 Perth - Inner,2006-11-01,53.29,503
504 Perth - North East,2006-11-01,18.33,504
505 Perth - North West,2006-11-01,37.88,505
506 Perth - South East,2006-11-01,33.78,506
507 Perth - South West,2006-11-01,35.52,507
501 Bunbury,2006-11-01,35.20,501
508 Western Australia - Outback,2006-11-01,46.32,508
509 Western Australia - Wheat Belt,2006-11-01,45.35,509
601 Hobart,2006-11-01,41.17,601
602 Launceston and North East,2006-11-01,28.26,602
603 Tasmania - South East,2006-11-01,38.53,603
604 Tasmania - West and North West,2006-11-01,39.84,604
701 Darwin,2006-11-01,45.67,701
702 Northern Territory - Outback,2006-11-01,33.10,702
801 Australian Capital Territory,2006-11-01,36.36,801
102 Central Coast,2007-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-11-01,38.84,115
116 Sydney - Blacktown,2007-11-01,23.63,116
117 Sydney - City and Inner South,2007-11-01,39.55,117
118 Sydney - Eastern Suburbs,2007-11-01,17.52,118
119 Sydney - Inner South West,2007-11-01,17.43,119
120 Sydney - Inner West,2007-11-01,36.79,120
121 Sydney - North Sydney and Hornsby,2007-11-01,20.62,121
122 Sydney - Northern Beaches,2007-11-01,12.73,122
123 Sydney - Outer South West,2007-11-01,24.19,123
124 Sydney - Outer West and Blue Mountains,2007-11-01,40.36,124
125 Sydney - Parramatta,2007-11-01,31.89,125
126 Sydney - Ryde,2007-11-01,32.69,126
127 Sydney - South West,2007-11-01,17.37,127
128 Sydney - Sutherland,2007-11-01,45.42,128
101 Capital Region,2007-11-01,28.62,101
103 New South Wales - Central West,2007-11-01,37.48,103
104 Coffs Harbour - Grafton,2007-11-01,34.91,104
105 Far West and Orana,2007-11-01,36.10,105
106 Hunter Valley exc Newcastle,2007-11-01,33.89,106
107 Illawarra,2007-11-01,45.84,107
108 Mid North Coast,2007-11-01,39.05,108
109 Murray,2007-11-01,38.10,109
110 New England and North West,2007-11-01,39.61,110
111 Newcastle and Lake Macquarie,2007-11-01,32.49,111
112 Richmond - Tweed,2007-11-01,33.64,112
113 Riverina,2007-11-01,35.20,113
114 Southern Highlands and Shoalhaven,2007-11-01,36.38,114
206 Melbourne - Inner,2007-11-01,33.58,206
207 Melbourne - Inner East,2007-11-01,15.48,207
208 Melbourne - Inner South,2007-11-01,17.29,208
209 Melbourne - North East,2007-11-01,19.92,209
210 Melbourne - North West,2007-11-01,34.04,210
211 Melbourne - Outer East,2007-11-01,40.04,211
212 Melbourne - South East,2007-11-01,35.65,212
213 Melbourne - West,2007-11-01,40.07,213
214 Mornington Peninsula,2007-11-01,38.59,214
201 Ballarat,2007-11-01,37.34,201
202 Bendigo,2007-11-01,40.29,202
203 Geelong,2007-11-01,35.30,203
204 Hume,2007-11-01,37.43,204
205 Latrobe - Gippsland,2007-11-01,42.05,205
215 Victoria - North West,2007-11-01,40.82,215
216 Shepparton,2007-11-01,32.97,216
217 Warrnambool and South West,2007-11-01,37.58,217
301 Brisbane - East,2007-11-01,39.67,301
302 Brisbane - North,2007-11-01,37.49,302
303 Brisbane - South,2007-11-01,30.84,303
304 Brisbane - West,2007-11-01,26.83,304
305 Brisbane Inner City,2007-11-01,19.64,305
310 Ipswich,2007-11-01,16.19,310
311 Logan - Beaudesert,2007-11-01,43.88,311
313 Moreton Bay - North,2007-11-01,43.17,313
314 Moreton Bay - South,2007-11-01,42.44,314
306 Cairns,2007-11-01,30.48,306
307 Darling Downs - Maranoa,2007-11-01,40.11,307
308 Fitzroy,2007-11-01,38.24,308
309 Gold Coast,2007-11-01,44.66,309
312 Mackay,2007-11-01,35.48,312
315 Queensland - Outback,2007-11-01,43.43,315
316 Sunshine Coast,2007-11-01,47.69,316
317 Toowoomba,2007-11-01,34.46,317
318 Townsville,2007-11-01,35.50,318
319 Wide Bay,2007-11-01,42.91,319
401 Adelaide - Central and Hills,2007-11-01,42.86,401
402 Adelaide - North,2007-11-01,22.89,402
403 Adelaide - South,2007-11-01,38.39,403
404 Adelaide - West,2007-11-01,32.61,404
405 Barossa - Yorke - Mid North,2007-11-01,31.56,405
406 South Australia - Outback,2007-11-01,36.49,406
407 South Australia - South East,2007-11-01,47.42,407
502 Mandurah,2007-11-01,40.02,502
503 Perth - Inner,2007-11-01,46.64,503
504 Perth - North East,2007-11-01,15.40,504
505 Perth - North West,2007-11-01,37.39,505
506 Perth - South East,2007-11-01,31.89,506
507 Perth - South West,2007-11-01,34.78,507
501 Bunbury,2007-11-01,35.28,501
508 Western Australia - Outback,2007-11-01,47.05,508
509 Western Australia - Wheat Belt,2007-11-01,48.51,509
601 Hobart,2007-11-01,37.33,601
602 Launceston and North East,2007-11-01,29.76,602
603 Tasmania - South East,2007-11-01,37.93,603
604 Tasmania - West and North West,2007-11-01,44.57,604
701 Darwin,2007-11-01,46.62,701
702 Northern Territory - Outback,2007-11-01,29.72,702
