Labour market region (SA4): ASGS (2011),date,percent total workers,sa4_code_2011
112 Richmond - Tweed,2002-11-01,0.2652,112
113 Riverina,2002-11-01,0.2127,113
114 Southern Highlands and Shoalhaven,2002-11-01,0.2361,114
206 Melbourne - Inner,2002-11-01,0.2395,206
207 Melbourne - Inner East,2002-11-01,0.2771,207
208 Melbourne - Inner South,2002-11-01,0.2637,208
209 Melbourne - North East,2002-11-01,0.2616,209
210 Melbourne - North West,2002-11-01,0.294,210
211 Melbourne - Outer East,2002-11-01,0.3038,211
212 Melbourne - South East,2002-11-01,0.2728,212
213 Melbourne - West,2002-11-01,0.2805,213
214 Mornington Peninsula,2002-11-01,0.2517,214
201 Ballarat,2002-11-01,0.2275,201
202 Bendigo,2002-11-01,0.2632,202
203 Geelong,2002-11-01,0.2344,203
204 Hume,2002-11-01,0.2027,204
205 Latrobe - Gippsland,2002-11-01,0.2157,205
215 Victoria - North West,2002-11-01,0.2332,215
216 Shepparton,2002-11-01,0.2362,216
217 Warrnambool and South West,2002-11-01,0.1723,217
301 Brisbane - East,2002-11-01,0.3068,301
302 Brisbane - North,2002-11-01,0.3194,302
303 Brisbane - South,2002-11-01,0.3197,303
304 Brisbane - West,2002-11-01,0.3233,304
305 Brisbane Inner City,2002-11-01,0.2346,305
310 Ipswich,2002-11-01,0.2425,310
311 Logan - Beaudesert,2002-11-01,0.275,311
313 Moreton Bay - North,2002-11-01,0.2772,313
314 Moreton Bay - South,2002-11-01,0.3259,314
306 Cairns,2002-11-01,0.2469,306
307 Darling Downs - Maranoa,2002-11-01,0.1913,307
308 Fitzroy,2002-11-01,0.1965,308
309 Gold Coast,2002-11-01,0.3093,309
312 Mackay,2002-11-01,0.2247,312
315 Queensland - Outback,2002-11-01,0.1851,315
316 Sunshine Coast,2002-11-01,0.2661,316
317 Toowoomba,2002-11-01,0.2695,317
318 Townsville,2002-11-01,0.2359,318
319 Wide Bay,2002-11-01,0.2445,319
401 Adelaide - Central and Hills,2002-11-01,0.2517,401
402 Adelaide - North,2002-11-01,0.2759,402
403 Adelaide - South,2002-11-01,0.2699,403
404 Adelaide - West,2002-11-01,0.2713,404
405 Barossa - Yorke - Mid North,2002-11-01,0.1797,405
406 South Australia - Outback,2002-11-01,0.1699,406
407 South Australia - South East,2002-11-01,0.1736,407
502 Mandurah,2002-11-01,0.2275,502
503 Perth - Inner,2002-11-01,0.2344,503
504 Perth - North East,2002-11-01,0.2907,504
505 Perth - North West,2002-11-01,0.305,505
506 Perth - South East,2002-11-01,0.3049,506
507 Perth - South West,2002-11-01,0.2723,507
501 Bunbury,2002-11-01,0.2399,501
508 Western Australia - Outback,2002-11-01,0.2303,508
509 Western Australia - Wheat Belt,2002-11-01,0.1731,509
601 Hobart,2002-11-01,0.3038,601
602 Launceston and North East,2002-11-01,0.2627,602
603 Tasmania - South East,2002-11-01,0.2007,603
604 Tasmania - West and North West,2002-11-01,0.242,604
701 Darwin,2002-11-01,0.2778,701
702 Northern Territory - Outback,2002-11-01,0.1704,702
801 Australian Capital Territory,2002-11-01,0.2943,801
102 Central Coast,2003-11-01,0.3118,102
115 Sydney - Baulkham Hills and Hawkesbury,2003-11-01,0.2893,115
116 Sydney - Blacktown,2003-11-01,0.3114,116
117 Sydney - City and Inner South,2003-11-01,0.2756,117
118 Sydney - Eastern Suburbs,2003-11-01,0.2304,118
119 Sydney - Inner South West,2003-11-01,0.3083,119
120 Sydney - Inner West,2003-11-01,0.2858,120
121 Sydney - North Sydney and Hornsby,2003-11-01,0.2545,121
122 Sydney - Northern Beaches,2003-11-01,0.2822,122
123 Sydney - Outer South West,2003-11-01,0.2958,123
124 Sydney - Outer West and Blue Mountains,2003-11-01,0.2906,124
125 Sydney - Parramatta,2003-11-01,0.3001,125
126 Sydney - Ryde,2003-11-01,0.2643,126
127 Sydney - South West,2003-11-01,0.3048,127
128 Sydney - Sutherland,2003-11-01,0.2814,128
101 Capital Region,2003-11-01,0.2279,101
103 New South Wales - Central West,2003-11-01,0.227,103
104 Coffs Harbour - Grafton,2003-11-01,0.2883,104
105 Far West and Orana,2003-11-01,0.1928,105
106 Hunter Valley exc Newcastle,2003-11-01,0.2425,106
107 Illawarra,2003-11-01,0.2323,107
108 Mid North Coast,2003-11-01,0.2274,108
109 Murray,2003-11-01,0.2644,109
110 New England and North West,2003-11-01,0.248,110
111 Newcastle and Lake Macquarie,2003-11-01,0.273,111
112 Richmond - Tweed,2003-11-01,0.2498,112
113 Riverina,2003-11-01,0.2331,113
114 Southern Highlands and Shoalhaven,2003-11-01,0.2472,114
206 Melbourne - Inner,2003-11-01,0.2147,206
207 Melbourne - Inner East,2003-11-01,0.2714,207
208 Melbourne - Inner South,2003-11-01,0.2582,208
209 Melbourne - North East,2003-11-01,0.2942,209
210 Melbourne - North West,2003-11-01,0.306,210
211 Melbourne - Outer East,2003-11-01,0.3067,211
212 Melbourne - South East,2003-11-01,0.2715,212
213 Melbourne - West,2003-11-01,0.2783,213
214 Mornington Peninsula,2003-11-01,0.2589,214
201 Ballarat,2003-11-01,0.239,201
202 Bendigo,2003-11-01,0.2604,202
203 Geelong,2003-11-01,0.2425,203
204 Hume,2003-11-01,0.2112,204
205 Latrobe - Gippsland,2003-11-01,0.2635,205
215 Victoria - North West,2003-11-01,0.2241,215
216 Shepparton,2003-11-01,0.253,216
217 Warrnambool and South West,2003-11-01,0.2044,217
301 Brisbane - East,2003-11-01,0.2946,301
302 Brisbane - North,2003-11-01,0.3297,302
303 Brisbane - South,2003-11-01,0.3133,303
304 Brisbane - West,2003-11-01,0.3053,304
305 Brisbane Inner City,2003-11-01,0.2622,305
310 Ipswich,2003-11-01,0.24,310
311 Logan - Beaudesert,2003-11-01,0.263,311
313 Moreton Bay - North,2003-11-01,0.2915,313
314 Moreton Bay - South,2003-11-01,0.3222,314
306 Cairns,2003-11-01,0.2362,306
307 Darling Downs - Maranoa,2003-11-01,0.1785,307
308 Fitzroy,2003-11-01,0.2327,308
309 Gold Coast,2003-11-01,0.316,309
312 Mackay,2003-11-01,0.2484,312
315 Queensland - Outback,2003-11-01,0.1668,315
316 Sunshine Coast,2003-11-01,0.2597,316
317 Toowoomba,2003-11-01,0.3134,317
318 Townsville,2003-11-01,0.2648,318
319 Wide Bay,2003-11-01,0.2545,319
401 Adelaide - Central and Hills,2003-11-01,0.2724,401
402 Adelaide - North,2003-11-01,0.2754,402
403 Adelaide - South,2003-11-01,0.28,403
404 Adelaide - West,2003-11-01,0.2724,404
405 Barossa - Yorke - Mid North,2003-11-01,0.1771,405
406 South Australia - Outback,2003-11-01,0.2083,406
407 South Australia - South East,2003-11-01,0.1775,407
502 Mandurah,2003-11-01,0.2454,502
503 Perth - Inner,2003-11-01,0.227,503
504 Perth - North East,2003-11-01,0.2792,504
505 Perth - North West,2003-11-01,0.2835,505
506 Perth - South East,2003-11-01,0.3015,506
507 Perth - South West,2003-11-01,0.2828,507
501 Bunbury,2003-11-01,0.1962,501
508 Western Australia - Outback,2003-11-01,0.2026,508
509 Western Australia - Wheat Belt,2003-11-01,0.1914,509
601 Hobart,2003-11-01,0.2767,601
602 Launceston and North East,2003-11-01,0.2642,602
603 Tasmania - South East,2003-11-01,0.1739,603
604 Tasmania - West and North West,2003-11-01,0.2336,604
701 Darwin,2003-11-01,0.2596,701
702 Northern Territory - Outback,2003-11-01,0.1759,702
801 Australian Capital Territory,2003-11-01,0.2845,801
102 Central Coast,2004-11-01,0.3006,102
115 Sydney - Baulkham Hills and Hawkesbury,2004-11-01,0.2896,115
116 Sydney - Blacktown,2004-11-01,0.2725,116
117 Sydney - City and Inner South,2004-11-01,0.2593,117
118 Sydney - Eastern Suburbs,2004-11-01,0.2137,118
119 Sydney - Inner South West,2004-11-01,0.2744,119
120 Sydney - Inner West,2004-11-01,0.2723,120
121 Sydney - North Sydney and Hornsby,2004-11-01,0.2493,121
122 Sydney - Northern Beaches,2004-11-01,0.2622,122
123 Sydney - Outer South West,2004-11-01,0.2862,123
124 Sydney - Outer West and Blue Mountains,2004-11-01,0.2846,124
125 Sydney - Parramatta,2004-11-01,0.2635,125
126 Sydney - Ryde,2004-11-01,0.2331,126
127 Sydney - South West,2004-11-01,0.2843,127
128 Sydney - Sutherland,2004-11-01,0.3322,128
101 Capital Region,2004-11-01,0.2483,101
103 New South Wales - Central West,2004-11-01,0.196,103
104 Coffs Harbour - Grafton,2004-11-01,0.3114,104
105 Far West and Orana,2004-11-01,0.2062,105
106 Hunter Valley exc Newcastle,2004-11-01,0.2557,106
107 Illawarra,2004-11-01,0.2346,107
108 Mid North Coast,2004-11-01,0.2492,108
109 Murray,2004-11-01,0.2253,109
110 New England and North West,2004-11-01,0.234,110
111 Newcastle and Lake Macquarie,2004-11-01,0.2548,111
112 Richmond - Tweed,2004-11-01,0.2452,112
113 Riverina,2004-11-01,0.1935,113
114 Southern Highlands and Shoalhaven,2004-11-01,0.2657,114
206 Melbourne - Inner,2004-11-01,0.2255,206
207 Melbourne - Inner East,2004-11-01,0.2704,207
208 Melbourne - Inner South,2004-11-01,0.2527,208
209 Melbourne - North East,2004-11-01,0.2845,209
210 Melbourne - North West,2004-11-01,0.2867,210
211 Melbourne - Outer East,2004-11-01,0.2725,211
212 Melbourne - South East,2004-11-01,0.269,212
213 Melbourne - West,2004-11-01,0.2782,213
214 Mornington Peninsula,2004-11-01,0.2952,214
201 Ballarat,2004-11-01,0.2019,201
202 Bendigo,2004-11-01,0.2686,202
203 Geelong,2004-11-01,0.1945,203
204 Hume,2004-11-01,0.1737,204
205 Latrobe - Gippsland,2004-11-01,0.2244,205
215 Victoria - North West,2004-11-01,0.2049,215
216 Shepparton,2004-11-01,0.2402,216
217 Warrnambool and South West,2004-11-01,0.2005,217
301 Brisbane - East,2004-11-01,0.309,301
302 Brisbane - North,2004-11-01,0.3148,302
303 Brisbane - South,2004-11-01,0.2912,303
304 Brisbane - West,2004-11-01,0.2665,304
305 Brisbane Inner City,2004-11-01,0.2581,305
310 Ipswich,2004-11-01,0.2658,310
311 Logan - Beaudesert,2004-11-01,0.2872,311
313 Moreton Bay - North,2004-11-01,0.2574,313
314 Moreton Bay - South,2004-11-01,0.2986,314
306 Cairns,2004-11-01,0.2733,306
307 Darling Downs - Maranoa,2004-11-01,0.1592,307
308 Fitzroy,2004-11-01,0.2447,308
309 Gold Coast,2004-11-01,0.2945,309
312 Mackay,2004-11-01,0.2335,312
315 Queensland - Outback,2004-11-01,0.1793,315
316 Sunshine Coast,2004-11-01,0.2856,316
317 Toowoomba,2004-11-01,0.2679,317
318 Townsville,2004-11-01,0.2718,318
319 Wide Bay,2004-11-01,0.2498,319
401 Adelaide - Central and Hills,2004-11-01,0.2548,401
402 Adelaide - North,2004-11-01,0.2726,402
403 Adelaide - South,2004-11-01,0.2671,403
404 Adelaide - West,2004-11-01,0.3117,404
405 Barossa - Yorke - Mid North,2004-11-01,0.2109,405
406 South Australia - Outback,2004-11-01,0.2046,406
407 South Australia - South East,2004-11-01,0.1669,407
502 Mandurah,2004-11-01,0.2094,502
503 Perth - Inner,2004-11-01,0.241,503
504 Perth - North East,2004-11-01,0.2776,504
505 Perth - North West,2004-11-01,0.279,505
506 Perth - South East,2004-11-01,0.2645,506
507 Perth - South West,2004-11-01,0.271,507
501 Bunbury,2004-11-01,0.2093,501
508 Western Australia - Outback,2004-11-01,0.1993,508
509 Western Australia - Wheat Belt,2004-11-01,0.1701,509
601 Hobart,2004-11-01,0.2596,601
602 Launceston and North East,2004-11-01,0.2569,602
603 Tasmania - South East,2004-11-01,0.1683,603
604 Tasmania - West and North West,2004-11-01,0.2044,604
701 Darwin,2004-11-01,0.2629,701
702 Northern Territory - Outback,2004-11-01,0.2125,702
801 Australian Capital Territory,2004-11-01,0.2753,801
102 Central Coast,2005-11-01,0.2737,102
115 Sydney - Baulkham Hills and Hawkesbury,2005-11-01,0.2961,115
116 Sydney - Blacktown,2005-11-01,0.2922,116
117 Sydney - City and Inner South,2005-11-01,0.2764,117
118 Sydney - Eastern Suburbs,2005-11-01,0.2332,118
119 Sydney - Inner South West,2005-11-01,0.3141,119
120 Sydney - Inner West,2005-11-01,0.2398,120
121 Sydney - North Sydney and Hornsby,2005-11-01,0.2809,121
122 Sydney - Northern Beaches,2005-11-01,0.2399,122
123 Sydney - Outer South West,2005-11-01,0.282,123
124 Sydney - Outer West and Blue Mountains,2005-11-01,0.2702,124
125 Sydney - Parramatta,2005-11-01,0.2803,125
126 Sydney - Ryde,2005-11-01,0.2856,126
127 Sydney - South West,2005-11-01,0.2712,127
128 Sydney - Sutherland,2005-11-01,0.2964,128
101 Capital Region,2005-11-01,0.2556,101
103 New South Wales - Central West,2005-11-01,0.2609,103
104 Coffs Harbour - Grafton,2005-11-01,0.3051,104
105 Far West and Orana,2005-11-01,0.218,105
106 Hunter Valley exc Newcastle,2005-11-01,0.2772,106
107 Illawarra,2005-11-01,0.2251,107
108 Mid North Coast,2005-11-01,0.2417,108
109 Murray,2005-11-01,0.2101,109
110 New England and North West,2005-11-01,0.2413,110
111 Newcastle and Lake Macquarie,2005-11-01,0.2786,111
112 Richmond - Tweed,2005-11-01,0.225,112
113 Riverina,2005-11-01,0.1956,113
114 Southern Highlands and Shoalhaven,2005-11-01,0.2515,114
206 Melbourne - Inner,2005-11-01,0.2315,206
207 Melbourne - Inner East,2005-11-01,0.2661,207
208 Melbourne - Inner South,2005-11-01,0.2671,208
209 Melbourne - North East,2005-11-01,0.2765,209
210 Melbourne - North West,2005-11-01,0.2731,210
211 Melbourne - Outer East,2005-11-01,0.2745,211
212 Melbourne - South East,2005-11-01,0.2563,212
213 Melbourne - West,2005-11-01,0.2889,213
214 Mornington Peninsula,2005-11-01,0.267,214
201 Ballarat,2005-11-01,0.2432,201
202 Bendigo,2005-11-01,0.247,202
203 Geelong,2005-11-01,0.2243,203
204 Hume,2005-11-01,0.1918,204
205 Latrobe - Gippsland,2005-11-01,0.2131,205
215 Victoria - North West,2005-11-01,0.2235,215
216 Shepparton,2005-11-01,0.2696,216
217 Warrnambool and South West,2005-11-01,0.1889,217
301 Brisbane - East,2005-11-01,0.3189,301
302 Brisbane - North,2005-11-01,0.2893,302
303 Brisbane - South,2005-11-01,0.283,303
304 Brisbane - West,2005-11-01,0.287,304
305 Brisbane Inner City,2005-11-01,0.2582,305
310 Ipswich,2005-11-01,0.2733,310
311 Logan - Beaudesert,2005-11-01,0.2729,311
313 Moreton Bay - North,2005-11-01,0.2713,313
314 Moreton Bay - South,2005-11-01,0.3339,314
306 Cairns,2005-11-01,0.2449,306
307 Darling Downs - Maranoa,2005-11-01,0.2483,307
308 Fitzroy,2005-11-01,0.2288,308
309 Gold Coast,2005-11-01,0.2808,309
312 Mackay,2005-11-01,0.2127,312
315 Queensland - Outback,2005-11-01,0.1968,315
316 Sunshine Coast,2005-11-01,0.2614,316
317 Toowoomba,2005-11-01,0.2698,317
318 Townsville,2005-11-01,0.2694,318
319 Wide Bay,2005-11-01,0.2277,319
401 Adelaide - Central and Hills,2005-11-01,0.2621,401
402 Adelaide - North,2005-11-01,0.2888,402
403 Adelaide - South,2005-11-01,0.2742,403
404 Adelaide - West,2005-11-01,0.2868,404
405 Barossa - Yorke - Mid North,2005-11-01,0.221,405
406 South Australia - Outback,2005-11-01,0.2071,406
407 South Australia - South East,2005-11-01,0.2133,407
502 Mandurah,2005-11-01,0.2482,502
503 Perth - Inner,2005-11-01,0.2043,503
504 Perth - North East,2005-11-01,0.2644,504
505 Perth - North West,2005-11-01,0.2746,505
506 Perth - South East,2005-11-01,0.2782,506
507 Perth - South West,2005-11-01,0.26,507
501 Bunbury,2005-11-01,0.2295,501
508 Western Australia - Outback,2005-11-01,0.174,508
509 Western Australia - Wheat Belt,2005-11-01,0.1753,509
601 Hobart,2005-11-01,0.2783,601
602 Launceston and North East,2005-11-01,0.233,602
603 Tasmania - South East,2005-11-01,0.1461,603
604 Tasmania - West and North West,2005-11-01,0.2295,604
701 Darwin,2005-11-01,0.2745,701
702 Northern Territory - Outback,2005-11-01,0.224,702
801 Australian Capital Territory,2005-11-01,0.29,801
102 Central Coast,2006-11-01,0.2853,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-11-01,0.2512,115
116 Sydney - Blacktown,2006-11-01,0.3144,116
117 Sydney - City and Inner South,2006-11-01,0.2579,117
118 Sydney - Eastern Suburbs,2006-11-01,0.205,118
119 Sydney - Inner South West,2006-11-01,0.2682,119
120 Sydney - Inner West,2006-11-01,0.2716,120
121 Sydney - North Sydney and Hornsby,2006-11-01,0.2669,121
122 Sydney - Northern Beaches,2006-11-01,0.2403,122
123 Sydney - Outer South West,2006-11-01,0.3092,123
124 Sydney - Outer West and Blue Mountains,2006-11-01,0.2689,124
125 Sydney - Parramatta,2006-11-01,0.2852,125
126 Sydney - Ryde,2006-11-01,0.2325,126
127 Sydney - South West,2006-11-01,0.2781,127
128 Sydney - Sutherland,2006-11-01,0.2994,128
101 Capital Region,2006-11-01,0.2502,101
103 New South Wales - Central West,2006-11-01,0.2071,103
104 Coffs Harbour - Grafton,2006-11-01,0.2813,104
105 Far West and Orana,2006-11-01,0.1882,105
106 Hunter Valley exc Newcastle,2006-11-01,0.2373,106
107 Illawarra,2006-11-01,0.2561,107
108 Mid North Coast,2006-11-01,0.2907,108
109 Murray,2006-11-01,0.2341,109
110 New England and North West,2006-11-01,0.2318,110
111 Newcastle and Lake Macquarie,2006-11-01,0.2888,111
112 Richmond - Tweed,2006-11-01,0.2536,112
113 Riverina,2006-11-01,0.1862,113
114 Southern Highlands and Shoalhaven,2006-11-01,0.2158,114
206 Melbourne - Inner,2006-11-01,0.2392,206
207 Melbourne - Inner East,2006-11-01,0.2394,207
208 Melbourne - Inner South,2006-11-01,0.2512,208
209 Melbourne - North East,2006-11-01,0.2898,209
210 Melbourne - North West,2006-11-01,0.2851,210
211 Melbourne - Outer East,2006-11-01,0.2722,211
212 Melbourne - South East,2006-11-01,0.2875,212
213 Melbourne - West,2006-11-01,0.2761,213
214 Mornington Peninsula,2006-11-01,0.2775,214
201 Ballarat,2006-11-01,0.2104,201
202 Bendigo,2006-11-01,0.2354,202
203 Geelong,2006-11-01,0.2347,203
204 Hume,2006-11-01,0.1983,204
205 Latrobe - Gippsland,2006-11-01,0.2272,205
215 Victoria - North West,2006-11-01,0.1981,215
216 Shepparton,2006-11-01,0.2201,216
217 Warrnambool and South West,2006-11-01,0.1851,217
301 Brisbane - East,2006-11-01,0.2883,301
302 Brisbane - North,2006-11-01,0.3371,302
303 Brisbane - South,2006-11-01,0.2752,303
304 Brisbane - West,2006-11-01,0.2743,304
305 Brisbane Inner City,2006-11-01,0.2367,305
310 Ipswich,2006-11-01,0.2229,310
311 Logan - Beaudesert,2006-11-01,0.2665,311
313 Moreton Bay - North,2006-11-01,0.2925,313
314 Moreton Bay - South,2006-11-01,0.3184,314
306 Cairns,2006-11-01,0.2508,306
307 Darling Downs - Maranoa,2006-11-01,0.1925,307
308 Fitzroy,2006-11-01,0.2352,308
309 Gold Coast,2006-11-01,0.2718,309
312 Mackay,2006-11-01,0.1998,312
315 Queensland - Outback,2006-11-01,0.2251,315
316 Sunshine Coast,2006-11-01,0.2762,316
317 Toowoomba,2006-11-01,0.2465,317
318 Townsville,2006-11-01,0.2773,318
319 Wide Bay,2006-11-01,0.2244,319
401 Adelaide - Central and Hills,2006-11-01,0.2398,401
402 Adelaide - North,2006-11-01,0.2633,402
403 Adelaide - South,2006-11-01,0.2586,403
404 Adelaide - West,2006-11-01,0.2696,404
405 Barossa - Yorke - Mid North,2006-11-01,0.2272,405
406 South Australia - Outback,2006-11-01,0.1873,406
407 South Australia - South East,2006-11-01,0.1843,407
502 Mandurah,2006-11-01,0.2056,502
503 Perth - Inner,2006-11-01,0.1888,503
504 Perth - North East,2006-11-01,0.2411,504
505 Perth - North West,2006-11-01,0.2841,505
506 Perth - South East,2006-11-01,0.2665,506
507 Perth - South West,2006-11-01,0.2702,507
501 Bunbury,2006-11-01,0.1868,501
508 Western Australia - Outback,2006-11-01,0.1797,508
509 Western Australia - Wheat Belt,2006-11-01,0.2175,509
601 Hobart,2006-11-01,0.2713,601
602 Launceston and North East,2006-11-01,0.2412,602
603 Tasmania - South East,2006-11-01,0.1659,603
604 Tasmania - West and North West,2006-11-01,0.2253,604
701 Darwin,2006-11-01,0.2571,701
702 Northern Territory - Outback,2006-11-01,0.1988,702
801 Australian Capital Territory,2006-11-01,0.2855,801
102 Central Coast,2007-11-01,0.2745,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-11-01,0.2606,115
116 Sydney - Blacktown,2007-11-01,0.2609,116
117 Sydney - City and Inner South,2007-11-01,0.2417,117
118 Sydney - Eastern Suburbs,2007-11-01,0.2125,118
119 Sydney - Inner South West,2007-11-01,0.2686,119
120 Sydney - Inner West,2007-11-01,0.2503,120
121 Sydney - North Sydney and Hornsby,2007-11-01,0.2505,121
122 Sydney - Northern Beaches,2007-11-01,0.2358,122
123 Sydney - Outer South West,2007-11-01,0.2997,123
124 Sydney - Outer West and Blue Mountains,2007-11-01,0.265,124
125 Sydney - Parramatta,2007-11-01,0.2809,125
126 Sydney - Ryde,2007-11-01,0.2533,126
127 Sydney - South West,2007-11-01,0.2799,127
128 Sydney - Sutherland,2007-11-01,0.2537,128
101 Capital Region,2007-11-01,0.2284,101
103 New South Wales - Central West,2007-11-01,0.232,103
104 Coffs Harbour - Grafton,2007-11-01,0.2701,104
105 Far West and Orana,2007-11-01,0.1813,105
106 Hunter Valley exc Newcastle,2007-11-01,0.2123,106
107 Illawarra,2007-11-01,0.2538,107
108 Mid North Coast,2007-11-01,0.24,108
109 Murray,2007-11-01,0.2265,109
110 New England and North West,2007-11-01,0.1972,110
111 Newcastle and Lake Macquarie,2007-11-01,0.2639,111
112 Richmond - Tweed,2007-11-01,0.2176,112
113 Riverina,2007-11-01,0.2331,113
114 Southern Highlands and Shoalhaven,2007-11-01,0.2364,114
206 Melbourne - Inner,2007-11-01,0.243,206
207 Melbourne - Inner East,2007-11-01,0.2649,207
208 Melbourne - Inner South,2007-11-01,0.2358,208
209 Melbourne - North East,2007-11-01,0.2769,209
210 Melbourne - North West,2007-11-01,0.2928,210
211 Melbourne - Outer East,2007-11-01,0.2567,211
212 Melbourne - South East,2007-11-01,0.2691,212
213 Melbourne - West,2007-11-01,0.2744,213
214 Mornington Peninsula,2007-11-01,0.2525,214
201 Ballarat,2007-11-01,0.2493,201
202 Bendigo,2007-11-01,0.2545,202
203 Geelong,2007-11-01,0.2193,203
204 Hume,2007-11-01,0.2043,204
205 Latrobe - Gippsland,2007-11-01,0.2426,205
215 Victoria - North West,2007-11-01,0.2083,215
216 Shepparton,2007-11-01,0.1895,216
217 Warrnambool and South West,2007-11-01,0.2102,217
301 Brisbane - East,2007-11-01,0.2769,301
302 Brisbane - North,2007-11-01,0.2946,302
303 Brisbane - South,2007-11-01,0.2823,303
304 Brisbane - West,2007-11-01,0.2338,304
305 Brisbane Inner City,2007-11-01,0.2668,305
310 Ipswich,2007-11-01,0.2484,310
311 Logan - Beaudesert,2007-11-01,0.2598,311
313 Moreton Bay - North,2007-11-01,0.2443,313
314 Moreton Bay - South,2007-11-01,0.3192,314
306 Cairns,2007-11-01,0.2368,306
307 Darling Downs - Maranoa,2007-11-01,0.1847,307
308 Fitzroy,2007-11-01,0.2326,308
309 Gold Coast,2007-11-01,0.2742,309
312 Mackay,2007-11-01,0.2277,312
315 Queensland - Outback,2007-11-01,0.1386,315
316 Sunshine Coast,2007-11-01,0.2536,316
317 Toowoomba,2007-11-01,0.2596,317
318 Townsville,2007-11-01,0.2466,318
319 Wide Bay,2007-11-01,0.2232,319
401 Adelaide - Central and Hills,2007-11-01,0.2537,401
402 Adelaide - North,2007-11-01,0.2792,402
403 Adelaide - South,2007-11-01,0.264,403
404 Adelaide - West,2007-11-01,0.2843,404
405 Barossa - Yorke - Mid North,2007-11-01,0.2379,405
406 South Australia - Outback,2007-11-01,0.1886,406
407 South Australia - South East,2007-11-01,0.1786,407
502 Mandurah,2007-11-01,0.178,502
503 Perth - Inner,2007-11-01,0.1933,503
504 Perth - North East,2007-11-01,0.2746,504
505 Perth - North West,2007-11-01,0.2607,505
506 Perth - South East,2007-11-01,0.2623,506
507 Perth - South West,2007-11-01,0.2453,507
501 Bunbury,2007-11-01,0.2123,501
508 Western Australia - Outback,2007-11-01,0.1764,508
509 Western Australia - Wheat Belt,2007-11-01,0.1882,509
601 Hobart,2007-11-01,0.2588,601
602 Launceston and North East,2007-11-01,0.2049,602
603 Tasmania - South East,2007-11-01,0.166,603
604 Tasmania - West and North West,2007-11-01,0.2151,604
701 Darwin,2007-11-01,0.2586,701
702 Northern Territory - Outback,2007-11-01,0.1653,702
801 Australian Capital Territory,2007-11-01,0.2844,801
102 Central Coast,2008-11-01,0.2255,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-11-01,0.2686,115
116 Sydney - Blacktown,2008-11-01,0.2351,116
117 Sydney - City and Inner South,2008-11-01,0.2305,117
118 Sydney - Eastern Suburbs,2008-11-01,0.2342,118
119 Sydney - Inner South West,2008-11-01,0.2749,119
120 Sydney - Inner West,2008-11-01,0.2533,120
121 Sydney - North Sydney and Hornsby,2008-11-01,0.2177,121
122 Sydney - Northern Beaches,2008-11-01,0.2075,122
123 Sydney - Outer South West,2008-11-01,0.3105,123
124 Sydney - Outer West and Blue Mountains,2008-11-01,0.2646,124
125 Sydney - Parramatta,2008-11-01,0.281,125
126 Sydney - Ryde,2008-11-01,0.2921,126
127 Sydney - South West,2008-11-01,0.2652,127
128 Sydney - Sutherland,2008-11-01,0.2626,128
101 Capital Region,2008-11-01,0.2314,101
103 New South Wales - Central West,2008-11-01,0.2795,103
104 Coffs Harbour - Grafton,2008-11-01,0.2191,104
105 Far West and Orana,2008-11-01,0.2099,105
106 Hunter Valley exc Newcastle,2008-11-01,0.2343,106
107 Illawarra,2008-11-01,0.2547,107
108 Mid North Coast,2008-11-01,0.2984,108
109 Murray,2008-11-01,0.1928,109
110 New England and North West,2008-11-01,0.1684,110
111 Newcastle and Lake Macquarie,2008-11-01,0.256,111
112 Richmond - Tweed,2008-11-01,0.2248,112
113 Riverina,2008-11-01,0.2328,113
114 Southern Highlands and Shoalhaven,2008-11-01,0.2171,114
206 Melbourne - Inner,2008-11-01,0.222,206
207 Melbourne - Inner East,2008-11-01,0.2589,207
208 Melbourne - Inner South,2008-11-01,0.248,208
209 Melbourne - North East,2008-11-01,0.2516,209
210 Melbourne - North West,2008-11-01,0.2597,210
211 Melbourne - Outer East,2008-11-01,0.256,211
212 Melbourne - South East,2008-11-01,0.2733,212
213 Melbourne - West,2008-11-01,0.2582,213
214 Mornington Peninsula,2008-11-01,0.3125,214
201 Ballarat,2008-11-01,0.2248,201
202 Bendigo,2008-11-01,0.2051,202
203 Geelong,2008-11-01,0.2457,203
204 Hume,2008-11-01,0.19,204
205 Latrobe - Gippsland,2008-11-01,0.2101,205
215 Victoria - North West,2008-11-01,0.2042,215
216 Shepparton,2008-11-01,0.1619,216
217 Warrnambool and South West,2008-11-01,0.1982,217
301 Brisbane - East,2008-11-01,0.3152,301
302 Brisbane - North,2008-11-01,0.2873,302
303 Brisbane - South,2008-11-01,0.2984,303
304 Brisbane - West,2008-11-01,0.2534,304
305 Brisbane Inner City,2008-11-01,0.23,305
310 Ipswich,2008-11-01,0.2563,310
311 Logan - Beaudesert,2008-11-01,0.268,311
313 Moreton Bay - North,2008-11-01,0.2743,313
314 Moreton Bay - South,2008-11-01,0.2844,314
306 Cairns,2008-11-01,0.2416,306
307 Darling Downs - Maranoa,2008-11-01,0.1973,307
308 Fitzroy,2008-11-01,0.2061,308
309 Gold Coast,2008-11-01,0.2867,309
