Labour market region (SA4): ASGS (2011),date,percent parttime,sa4_code_2011
116 Sydney - Blacktown,2000-11-01,0.2996,116
117 Sydney - City and Inner South,2000-11-01,0.317,117
118 Sydney - Eastern Suburbs,2000-11-01,0.2707,118
119 Sydney - Inner South West,2000-11-01,0.2767,119
120 Sydney - Inner West,2000-11-01,0.2966,120
121 Sydney - North Sydney and Hornsby,2000-11-01,0.289,121
122 Sydney - Northern Beaches,2000-11-01,0.2501,122
123 Sydney - Outer South West,2000-11-01,0.316,123
124 Sydney - Outer West and Blue Mountains,2000-11-01,0.317,124
125 Sydney - Parramatta,2000-11-01,0.3071,125
126 Sydney - Ryde,2000-11-01,0.3078,126
127 Sydney - South West,2000-11-01,0.2776,127
128 Sydney - Sutherland,2000-11-01,0.2831,128
101 Capital Region,2000-11-01,0.3196,101
103 New South Wales - Central West,2000-11-01,0.2262,103
104 Coffs Harbour - Grafton,2000-11-01,0.2443,104
105 Far West and Orana,2000-11-01,0.273,105
106 Hunter Valley exc Newcastle,2000-11-01,0.1358,106
107 Illawarra,2000-11-01,0.2621,107
108 Mid North Coast,2000-11-01,0.2632,108
109 Murray,2000-11-01,0.268,109
110 New England and North West,2000-11-01,0.2012,110
111 Newcastle and Lake Macquarie,2000-11-01,0.2195,111
112 Richmond - Tweed,2000-11-01,0.2981,112
113 Riverina,2000-11-01,0.2647,113
114 Southern Highlands and Shoalhaven,2000-11-01,0.24,114
206 Melbourne - Inner,2000-11-01,0.2344,206
207 Melbourne - Inner East,2000-11-01,0.2454,207
208 Melbourne - Inner South,2000-11-01,0.282,208
209 Melbourne - North East,2000-11-01,0.2745,209
210 Melbourne - North West,2000-11-01,0.2547,210
211 Melbourne - Outer East,2000-11-01,0.2855,211
212 Melbourne - South East,2000-11-01,0.2966,212
213 Melbourne - West,2000-11-01,0.2759,213
214 Mornington Peninsula,2000-11-01,0.2593,214
201 Ballarat,2000-11-01,0.2831,201
202 Bendigo,2000-11-01,0.2438,202
203 Geelong,2000-11-01,0.2116,203
204 Hume,2000-11-01,0.2479,204
205 Latrobe - Gippsland,2000-11-01,0.255,205
215 Victoria - North West,2000-11-01,0.1973,215
216 Shepparton,2000-11-01,0.191,216
217 Warrnambool and South West,2000-11-01,0.1947,217
301 Brisbane - East,2000-11-01,0.1841,301
302 Brisbane - North,2000-11-01,0.3377,302
303 Brisbane - South,2000-11-01,0.3278,303
304 Brisbane - West,2000-11-01,0.3273,304
305 Brisbane Inner City,2000-11-01,0.288,305
310 Ipswich,2000-11-01,0.2742,310
311 Logan - Beaudesert,2000-11-01,0.2587,311
313 Moreton Bay - North,2000-11-01,0.2764,313
314 Moreton Bay - South,2000-11-01,0.352,314
306 Cairns,2000-11-01,0.3232,306
307 Darling Downs - Maranoa,2000-11-01,0.2386,307
308 Fitzroy,2000-11-01,0.2116,308
309 Gold Coast,2000-11-01,0.2521,309
312 Mackay,2000-11-01,0.3098,312
315 Queensland - Outback,2000-11-01,0.2425,315
316 Sunshine Coast,2000-11-01,0.1927,316
317 Toowoomba,2000-11-01,0.2665,317
318 Townsville,2000-11-01,0.2722,318
319 Wide Bay,2000-11-01,0.2594,319
401 Adelaide - Central and Hills,2000-11-01,0.1993,401
402 Adelaide - North,2000-11-01,0.2695,402
403 Adelaide - South,2000-11-01,0.2912,403
404 Adelaide - West,2000-11-01,0.2598,404
405 Barossa - Yorke - Mid North,2000-11-01,0.2771,405
406 South Australia - Outback,2000-11-01,0.1751,406
407 South Australia - South East,2000-11-01,0.1971,407
502 Mandurah,2000-11-01,0.175,502
503 Perth - Inner,2000-11-01,0.2268,503
504 Perth - North East,2000-11-01,0.2456,504
505 Perth - North West,2000-11-01,0.2971,505
506 Perth - South East,2000-11-01,0.3266,506
507 Perth - South West,2000-11-01,0.3008,507
501 Bunbury,2000-11-01,0.2733,501
508 Western Australia - Outback,2000-11-01,0.2318,508
509 Western Australia - Wheat Belt,2000-11-01,0.2228,509
601 Hobart,2000-11-01,0.178,601
602 Launceston and North East,2000-11-01,0.297,602
603 Tasmania - South East,2000-11-01,0.2233,603
604 Tasmania - West and North West,2000-11-01,0.2061,604
701 Darwin,2000-11-01,0.2289,701
702 Northern Territory - Outback,2000-11-01,0.2908,702
801 Australian Capital Territory,2000-11-01,0.1746,801
102 Central Coast,2001-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2001-11-01,0.2859,115
116 Sydney - Blacktown,2001-11-01,0.2863,116
117 Sydney - City and Inner South,2001-11-01,0.3165,117
118 Sydney - Eastern Suburbs,2001-11-01,0.2688,118
119 Sydney - Inner South West,2001-11-01,0.2551,119
120 Sydney - Inner West,2001-11-01,0.2944,120
121 Sydney - North Sydney and Hornsby,2001-11-01,0.2762,121
122 Sydney - Northern Beaches,2001-11-01,0.265,122
123 Sydney - Outer South West,2001-11-01,0.2934,123
124 Sydney - Outer West and Blue Mountains,2001-11-01,0.3013,124
125 Sydney - Parramatta,2001-11-01,0.2807,125
126 Sydney - Ryde,2001-11-01,0.3023,126
127 Sydney - South West,2001-11-01,0.3037,127
128 Sydney - Sutherland,2001-11-01,0.3035,128
101 Capital Region,2001-11-01,0.3208,101
103 New South Wales - Central West,2001-11-01,0.2455,103
104 Coffs Harbour - Grafton,2001-11-01,0.2373,104
105 Far West and Orana,2001-11-01,0.2723,105
106 Hunter Valley exc Newcastle,2001-11-01,0.1502,106
107 Illawarra,2001-11-01,0.262,107
108 Mid North Coast,2001-11-01,0.2537,108
109 Murray,2001-11-01,0.2796,109
110 New England and North West,2001-11-01,0.256,110
111 Newcastle and Lake Macquarie,2001-11-01,0.1963,111
112 Richmond - Tweed,2001-11-01,0.2876,112
113 Riverina,2001-11-01,0.2527,113
114 Southern Highlands and Shoalhaven,2001-11-01,0.229,114
206 Melbourne - Inner,2001-11-01,0.2663,206
207 Melbourne - Inner East,2001-11-01,0.2353,207
208 Melbourne - Inner South,2001-11-01,0.2424,208
209 Melbourne - North East,2001-11-01,0.2902,209
210 Melbourne - North West,2001-11-01,0.2829,210
211 Melbourne - Outer East,2001-11-01,0.3071,211
212 Melbourne - South East,2001-11-01,0.2945,212
213 Melbourne - West,2001-11-01,0.2805,213
214 Mornington Peninsula,2001-11-01,0.2778,214
201 Ballarat,2001-11-01,0.2517,201
202 Bendigo,2001-11-01,0.2163,202
203 Geelong,2001-11-01,0.2697,203
204 Hume,2001-11-01,0.258,204
205 Latrobe - Gippsland,2001-11-01,0.2166,205
215 Victoria - North West,2001-11-01,0.2314,215
216 Shepparton,2001-11-01,0.2065,216
217 Warrnambool and South West,2001-11-01,0.2162,217
301 Brisbane - East,2001-11-01,0.1742,301
302 Brisbane - North,2001-11-01,0.3205,302
303 Brisbane - South,2001-11-01,0.3428,303
304 Brisbane - West,2001-11-01,0.326,304
305 Brisbane Inner City,2001-11-01,0.2933,305
310 Ipswich,2001-11-01,0.2676,310
311 Logan - Beaudesert,2001-11-01,0.2408,311
313 Moreton Bay - North,2001-11-01,0.2778,313
314 Moreton Bay - South,2001-11-01,0.2876,314
306 Cairns,2001-11-01,0.3277,306
307 Darling Downs - Maranoa,2001-11-01,0.2404,307
308 Fitzroy,2001-11-01,0.1704,308
309 Gold Coast,2001-11-01,0.2008,309
312 Mackay,2001-11-01,0.3165,312
315 Queensland - Outback,2001-11-01,0.2212,315
316 Sunshine Coast,2001-11-01,0.1677,316
317 Toowoomba,2001-11-01,0.2613,317
318 Townsville,2001-11-01,0.2719,318
319 Wide Bay,2001-11-01,0.2562,319
401 Adelaide - Central and Hills,2001-11-01,0.223,401
402 Adelaide - North,2001-11-01,0.2547,402
403 Adelaide - South,2001-11-01,0.2708,403
404 Adelaide - West,2001-11-01,0.2702,404
405 Barossa - Yorke - Mid North,2001-11-01,0.2931,405
406 South Australia - Outback,2001-11-01,0.1727,406
407 South Australia - South East,2001-11-01,0.1904,407
502 Mandurah,2001-11-01,0.2043,502
503 Perth - Inner,2001-11-01,0.2088,503
504 Perth - North East,2001-11-01,0.23,504
505 Perth - North West,2001-11-01,0.2915,505
506 Perth - South East,2001-11-01,0.2984,506
507 Perth - South West,2001-11-01,0.3029,507
501 Bunbury,2001-11-01,0.2694,501
508 Western Australia - Outback,2001-11-01,0.2549,508
509 Western Australia - Wheat Belt,2001-11-01,0.2061,509
601 Hobart,2001-11-01,0.1741,601
602 Launceston and North East,2001-11-01,0.2908,602
603 Tasmania - South East,2001-11-01,0.2666,603
604 Tasmania - West and North West,2001-11-01,0.2037,604
701 Darwin,2001-11-01,0.2335,701
702 Northern Territory - Outback,2001-11-01,0.2949,702
801 Australian Capital Territory,2001-11-01,0.1565,801
102 Central Coast,2002-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2002-11-01,0.2774,115
116 Sydney - Blacktown,2002-11-01,0.2882,116
117 Sydney - City and Inner South,2002-11-01,0.3507,117
118 Sydney - Eastern Suburbs,2002-11-01,0.2611,118
119 Sydney - Inner South West,2002-11-01,0.241,119
120 Sydney - Inner West,2002-11-01,0.2929,120
121 Sydney - North Sydney and Hornsby,2002-11-01,0.2575,121
122 Sydney - Northern Beaches,2002-11-01,0.2633,122
123 Sydney - Outer South West,2002-11-01,0.2943,123
124 Sydney - Outer West and Blue Mountains,2002-11-01,0.2984,124
125 Sydney - Parramatta,2002-11-01,0.3039,125
126 Sydney - Ryde,2002-11-01,0.3022,126
127 Sydney - South West,2002-11-01,0.2793,127
128 Sydney - Sutherland,2002-11-01,0.2642,128
101 Capital Region,2002-11-01,0.3098,101
103 New South Wales - Central West,2002-11-01,0.2315,103
104 Coffs Harbour - Grafton,2002-11-01,0.221,104
105 Far West and Orana,2002-11-01,0.2644,105
106 Hunter Valley exc Newcastle,2002-11-01,0.1685,106
107 Illawarra,2002-11-01,0.2439,107
108 Mid North Coast,2002-11-01,0.2592,108
109 Murray,2002-11-01,0.2456,109
110 New England and North West,2002-11-01,0.284,110
111 Newcastle and Lake Macquarie,2002-11-01,0.1957,111
112 Richmond - Tweed,2002-11-01,0.2833,112
113 Riverina,2002-11-01,0.2652,113
114 Southern Highlands and Shoalhaven,2002-11-01,0.2127,114
206 Melbourne - Inner,2002-11-01,0.2361,206
207 Melbourne - Inner East,2002-11-01,0.2395,207
208 Melbourne - Inner South,2002-11-01,0.2771,208
209 Melbourne - North East,2002-11-01,0.2637,209
210 Melbourne - North West,2002-11-01,0.2616,210
211 Melbourne - Outer East,2002-11-01,0.294,211
212 Melbourne - South East,2002-11-01,0.3038,212
213 Melbourne - West,2002-11-01,0.2728,213
214 Mornington Peninsula,2002-11-01,0.2805,214
201 Ballarat,2002-11-01,0.2517,201
202 Bendigo,2002-11-01,0.2275,202
203 Geelong,2002-11-01,0.2632,203
204 Hume,2002-11-01,0.2344,204
205 Latrobe - Gippsland,2002-11-01,0.2027,205
215 Victoria - North West,2002-11-01,0.2157,215
216 Shepparton,2002-11-01,0.2332,216
217 Warrnambool and South West,2002-11-01,0.2362,217
301 Brisbane - East,2002-11-01,0.1723,301
302 Brisbane - North,2002-11-01,0.3068,302
303 Brisbane - South,2002-11-01,0.3194,303
304 Brisbane - West,2002-11-01,0.3197,304
305 Brisbane Inner City,2002-11-01,0.3233,305
310 Ipswich,2002-11-01,0.2346,310
311 Logan - Beaudesert,2002-11-01,0.2425,311
313 Moreton Bay - North,2002-11-01,0.275,313
314 Moreton Bay - South,2002-11-01,0.2772,314
306 Cairns,2002-11-01,0.3259,306
307 Darling Downs - Maranoa,2002-11-01,0.2469,307
308 Fitzroy,2002-11-01,0.1913,308
309 Gold Coast,2002-11-01,0.1965,309
312 Mackay,2002-11-01,0.3093,312
315 Queensland - Outback,2002-11-01,0.2247,315
316 Sunshine Coast,2002-11-01,0.1851,316
317 Toowoomba,2002-11-01,0.2661,317
318 Townsville,2002-11-01,0.2695,318
319 Wide Bay,2002-11-01,0.2359,319
401 Adelaide - Central and Hills,2002-11-01,0.2445,401
402 Adelaide - North,2002-11-01,0.2517,402
403 Adelaide - South,2002-11-01,0.2759,403
404 Adelaide - West,2002-11-01,0.2699,404
405 Barossa - Yorke - Mid North,2002-11-01,0.2713,405
406 South Australia - Outback,2002-11-01,0.1797,406
407 South Australia - South East,2002-11-01,0.1699,407
502 Mandurah,2002-11-01,0.1736,502
503 Perth - Inner,2002-11-01,0.2275,503
504 Perth - North East,2002-11-01,0.2344,504
505 Perth - North West,2002-11-01,0.2907,505
506 Perth - South East,2002-11-01,0.305,506
507 Perth - South West,2002-11-01,0.3049,507
501 Bunbury,2002-11-01,0.2723,501
508 Western Australia - Outback,2002-11-01,0.2399,508
509 Western Australia - Wheat Belt,2002-11-01,0.2303,509
601 Hobart,2002-11-01,0.1731,601
602 Launceston and North East,2002-11-01,0.3038,602
603 Tasmania - South East,2002-11-01,0.2627,603
604 Tasmania - West and North West,2002-11-01,0.2007,604
701 Darwin,2002-11-01,0.242,701
702 Northern Territory - Outback,2002-11-01,0.2778,702
801 Australian Capital Territory,2002-11-01,0.1704,801
102 Central Coast,2003-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2003-11-01,0.3118,115
116 Sydney - Blacktown,2003-11-01,0.2893,116
117 Sydney - City and Inner South,2003-11-01,0.3114,117
118 Sydney - Eastern Suburbs,2003-11-01,0.2756,118
119 Sydney - Inner South West,2003-11-01,0.2304,119
120 Sydney - Inner West,2003-11-01,0.3083,120
121 Sydney - North Sydney and Hornsby,2003-11-01,0.2858,121
122 Sydney - Northern Beaches,2003-11-01,0.2545,122
123 Sydney - Outer South West,2003-11-01,0.2822,123
124 Sydney - Outer West and Blue Mountains,2003-11-01,0.2958,124
125 Sydney - Parramatta,2003-11-01,0.2906,125
126 Sydney - Ryde,2003-11-01,0.3001,126
127 Sydney - South West,2003-11-01,0.2643,127
128 Sydney - Sutherland,2003-11-01,0.3048,128
101 Capital Region,2003-11-01,0.2814,101
103 New South Wales - Central West,2003-11-01,0.2279,103
104 Coffs Harbour - Grafton,2003-11-01,0.227,104
105 Far West and Orana,2003-11-01,0.2883,105
106 Hunter Valley exc Newcastle,2003-11-01,0.1928,106
107 Illawarra,2003-11-01,0.2425,107
108 Mid North Coast,2003-11-01,0.2323,108
109 Murray,2003-11-01,0.2274,109
110 New England and North West,2003-11-01,0.2644,110
111 Newcastle and Lake Macquarie,2003-11-01,0.248,111
112 Richmond - Tweed,2003-11-01,0.273,112
113 Riverina,2003-11-01,0.2498,113
114 Southern Highlands and Shoalhaven,2003-11-01,0.2331,114
206 Melbourne - Inner,2003-11-01,0.2472,206
207 Melbourne - Inner East,2003-11-01,0.2147,207
208 Melbourne - Inner South,2003-11-01,0.2714,208
209 Melbourne - North East,2003-11-01,0.2582,209
210 Melbourne - North West,2003-11-01,0.2942,210
211 Melbourne - Outer East,2003-11-01,0.306,211
212 Melbourne - South East,2003-11-01,0.3067,212
213 Melbourne - West,2003-11-01,0.2715,213
214 Mornington Peninsula,2003-11-01,0.2783,214
201 Ballarat,2003-11-01,0.2589,201
202 Bendigo,2003-11-01,0.239,202
203 Geelong,2003-11-01,0.2604,203
204 Hume,2003-11-01,0.2425,204
205 Latrobe - Gippsland,2003-11-01,0.2112,205
215 Victoria - North West,2003-11-01,0.2635,215
216 Shepparton,2003-11-01,0.2241,216
217 Warrnambool and South West,2003-11-01,0.253,217
301 Brisbane - East,2003-11-01,0.2044,301
302 Brisbane - North,2003-11-01,0.2946,302
303 Brisbane - South,2003-11-01,0.3297,303
304 Brisbane - West,2003-11-01,0.3133,304
305 Brisbane Inner City,2003-11-01,0.3053,305
310 Ipswich,2003-11-01,0.2622,310
311 Logan - Beaudesert,2003-11-01,0.24,311
313 Moreton Bay - North,2003-11-01,0.263,313
314 Moreton Bay - South,2003-11-01,0.2915,314
306 Cairns,2003-11-01,0.3222,306
307 Darling Downs - Maranoa,2003-11-01,0.2362,307
308 Fitzroy,2003-11-01,0.1785,308
309 Gold Coast,2003-11-01,0.2327,309
312 Mackay,2003-11-01,0.316,312
315 Queensland - Outback,2003-11-01,0.2484,315
316 Sunshine Coast,2003-11-01,0.1668,316
317 Toowoomba,2003-11-01,0.2597,317
318 Townsville,2003-11-01,0.3134,318
319 Wide Bay,2003-11-01,0.2648,319
401 Adelaide - Central and Hills,2003-11-01,0.2545,401
402 Adelaide - North,2003-11-01,0.2724,402
403 Adelaide - South,2003-11-01,0.2754,403
404 Adelaide - West,2003-11-01,0.28,404
405 Barossa - Yorke - Mid North,2003-11-01,0.2724,405
406 South Australia - Outback,2003-11-01,0.1771,406
407 South Australia - South East,2003-11-01,0.2083,407
502 Mandurah,2003-11-01,0.1775,502
503 Perth - Inner,2003-11-01,0.2454,503
504 Perth - North East,2003-11-01,0.227,504
505 Perth - North West,2003-11-01,0.2792,505
506 Perth - South East,2003-11-01,0.2835,506
507 Perth - South West,2003-11-01,0.3015,507
501 Bunbury,2003-11-01,0.2828,501
508 Western Australia - Outback,2003-11-01,0.1962,508
509 Western Australia - Wheat Belt,2003-11-01,0.2026,509
601 Hobart,2003-11-01,0.1914,601
602 Launceston and North East,2003-11-01,0.2767,602
603 Tasmania - South East,2003-11-01,0.2642,603
604 Tasmania - West and North West,2003-11-01,0.1739,604
701 Darwin,2003-11-01,0.2336,701
702 Northern Territory - Outback,2003-11-01,0.2596,702
801 Australian Capital Territory,2003-11-01,0.1759,801
102 Central Coast,2004-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2004-11-01,0.3006,115
116 Sydney - Blacktown,2004-11-01,0.2896,116
117 Sydney - City and Inner South,2004-11-01,0.2725,117
118 Sydney - Eastern Suburbs,2004-11-01,0.2593,118
119 Sydney - Inner South West,2004-11-01,0.2137,119
120 Sydney - Inner West,2004-11-01,0.2744,120
121 Sydney - North Sydney and Hornsby,2004-11-01,0.2723,121
122 Sydney - Northern Beaches,2004-11-01,0.2493,122
123 Sydney - Outer South West,2004-11-01,0.2622,123
124 Sydney - Outer West and Blue Mountains,2004-11-01,0.2862,124
125 Sydney - Parramatta,2004-11-01,0.2846,125
126 Sydney - Ryde,2004-11-01,0.2635,126
127 Sydney - South West,2004-11-01,0.2331,127
128 Sydney - Sutherland,2004-11-01,0.2843,128
101 Capital Region,2004-11-01,0.3322,101
103 New South Wales - Central West,2004-11-01,0.2483,103
104 Coffs Harbour - Grafton,2004-11-01,0.196,104
105 Far West and Orana,2004-11-01,0.3114,105
106 Hunter Valley exc Newcastle,2004-11-01,0.2062,106
107 Illawarra,2004-11-01,0.2557,107
108 Mid North Coast,2004-11-01,0.2346,108
109 Murray,2004-11-01,0.2492,109
110 New England and North West,2004-11-01,0.2253,110
111 Newcastle and Lake Macquarie,2004-11-01,0.234,111
112 Richmond - Tweed,2004-11-01,0.2548,112
113 Riverina,2004-11-01,0.2452,113
114 Southern Highlands and Shoalhaven,2004-11-01,0.1935,114
206 Melbourne - Inner,2004-11-01,0.2657,206
207 Melbourne - Inner East,2004-11-01,0.2255,207
208 Melbourne - Inner South,2004-11-01,0.2704,208
209 Melbourne - North East,2004-11-01,0.2527,209
210 Melbourne - North West,2004-11-01,0.2845,210
211 Melbourne - Outer East,2004-11-01,0.2867,211
212 Melbourne - South East,2004-11-01,0.2725,212
213 Melbourne - West,2004-11-01,0.269,213
214 Mornington Peninsula,2004-11-01,0.2782,214
201 Ballarat,2004-11-01,0.2952,201
202 Bendigo,2004-11-01,0.2019,202
203 Geelong,2004-11-01,0.2686,203
204 Hume,2004-11-01,0.1945,204
205 Latrobe - Gippsland,2004-11-01,0.1737,205
215 Victoria - North West,2004-11-01,0.2244,215
216 Shepparton,2004-11-01,0.2049,216
217 Warrnambool and South West,2004-11-01,0.2402,217
301 Brisbane - East,2004-11-01,0.2005,301
302 Brisbane - North,2004-11-01,0.309,302
303 Brisbane - South,2004-11-01,0.3148,303
304 Brisbane - West,2004-11-01,0.2912,304
305 Brisbane Inner City,2004-11-01,0.2665,305
310 Ipswich,2004-11-01,0.2581,310
311 Logan - Beaudesert,2004-11-01,0.2658,311
313 Moreton Bay - North,2004-11-01,0.2872,313
314 Moreton Bay - South,2004-11-01,0.2574,314
306 Cairns,2004-11-01,0.2986,306
307 Darling Downs - Maranoa,2004-11-01,0.2733,307
308 Fitzroy,2004-11-01,0.1592,308
309 Gold Coast,2004-11-01,0.2447,309
312 Mackay,2004-11-01,0.2945,312
315 Queensland - Outback,2004-11-01,0.2335,315
316 Sunshine Coast,2004-11-01,0.1793,316
317 Toowoomba,2004-11-01,0.2856,317
318 Townsville,2004-11-01,0.2679,318
319 Wide Bay,2004-11-01,0.2718,319
401 Adelaide - Central and Hills,2004-11-01,0.2498,401
402 Adelaide - North,2004-11-01,0.2548,402
403 Adelaide - South,2004-11-01,0.2726,403
404 Adelaide - West,2004-11-01,0.2671,404
405 Barossa - Yorke - Mid North,2004-11-01,0.3117,405
406 South Australia - Outback,2004-11-01,0.2109,406
407 South Australia - South East,2004-11-01,0.2046,407
502 Mandurah,2004-11-01,0.1669,502
503 Perth - Inner,2004-11-01,0.2094,503
504 Perth - North East,2004-11-01,0.241,504
505 Perth - North West,2004-11-01,0.2776,505
506 Perth - South East,2004-11-01,0.279,506
507 Perth - South West,2004-11-01,0.2645,507
501 Bunbury,2004-11-01,0.271,501
508 Western Australia - Outback,2004-11-01,0.2093,508
509 Western Australia - Wheat Belt,2004-11-01,0.1993,509
601 Hobart,2004-11-01,0.1701,601
602 Launceston and North East,2004-11-01,0.2596,602
603 Tasmania - South East,2004-11-01,0.2569,603
604 Tasmania - West and North West,2004-11-01,0.1683,604
701 Darwin,2004-11-01,0.2044,701
702 Northern Territory - Outback,2004-11-01,0.2629,702
801 Australian Capital Territory,2004-11-01,0.2125,801
102 Central Coast,2005-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2005-11-01,0.2737,115
116 Sydney - Blacktown,2005-11-01,0.2961,116
117 Sydney - City and Inner South,2005-11-01,0.2922,117
118 Sydney - Eastern Suburbs,2005-11-01,0.2764,118
119 Sydney - Inner South West,2005-11-01,0.2332,119
120 Sydney - Inner West,2005-11-01,0.3141,120
121 Sydney - North Sydney and Hornsby,2005-11-01,0.2398,121
122 Sydney - Northern Beaches,2005-11-01,0.2809,122
123 Sydney - Outer South West,2005-11-01,0.2399,123
124 Sydney - Outer West and Blue Mountains,2005-11-01,0.282,124
125 Sydney - Parramatta,2005-11-01,0.2702,125
126 Sydney - Ryde,2005-11-01,0.2803,126
127 Sydney - South West,2005-11-01,0.2856,127
128 Sydney - Sutherland,2005-11-01,0.2712,128
101 Capital Region,2005-11-01,0.2964,101
103 New South Wales - Central West,2005-11-01,0.2556,103
104 Coffs Harbour - Grafton,2005-11-01,0.2609,104
105 Far West and Orana,2005-11-01,0.3051,105
106 Hunter Valley exc Newcastle,2005-11-01,0.218,106
107 Illawarra,2005-11-01,0.2772,107
108 Mid North Coast,2005-11-01,0.2251,108
109 Murray,2005-11-01,0.2417,109
110 New England and North West,2005-11-01,0.2101,110
111 Newcastle and Lake Macquarie,2005-11-01,0.2413,111
112 Richmond - Tweed,2005-11-01,0.2786,112
113 Riverina,2005-11-01,0.225,113
114 Southern Highlands and Shoalhaven,2005-11-01,0.1956,114
206 Melbourne - Inner,2005-11-01,0.2515,206
207 Melbourne - Inner East,2005-11-01,0.2315,207
208 Melbourne - Inner South,2005-11-01,0.2661,208
209 Melbourne - North East,2005-11-01,0.2671,209
210 Melbourne - North West,2005-11-01,0.2765,210
211 Melbourne - Outer East,2005-11-01,0.2731,211
212 Melbourne - South East,2005-11-01,0.2745,212
213 Melbourne - West,2005-11-01,0.2563,213
214 Mornington Peninsula,2005-11-01,0.2889,214
201 Ballarat,2005-11-01,0.267,201
202 Bendigo,2005-11-01,0.2432,202
203 Geelong,2005-11-01,0.247,203
204 Hume,2005-11-01,0.2243,204
205 Latrobe - Gippsland,2005-11-01,0.1918,205
215 Victoria - North West,2005-11-01,0.2131,215
216 Shepparton,2005-11-01,0.2235,216
217 Warrnambool and South West,2005-11-01,0.2696,217
301 Brisbane - East,2005-11-01,0.1889,301
302 Brisbane - North,2005-11-01,0.3189,302
303 Brisbane - South,2005-11-01,0.2893,303
304 Brisbane - West,2005-11-01,0.283,304
305 Brisbane Inner City,2005-11-01,0.287,305
310 Ipswich,2005-11-01,0.2582,310
311 Logan - Beaudesert,2005-11-01,0.2733,311
313 Moreton Bay - North,2005-11-01,0.2729,313
314 Moreton Bay - South,2005-11-01,0.2713,314
306 Cairns,2005-11-01,0.3339,306
307 Darling Downs - Maranoa,2005-11-01,0.2449,307
308 Fitzroy,2005-11-01,0.2483,308
309 Gold Coast,2005-11-01,0.2288,309
312 Mackay,2005-11-01,0.2808,312
315 Queensland - Outback,2005-11-01,0.2127,315
316 Sunshine Coast,2005-11-01,0.1968,316
317 Toowoomba,2005-11-01,0.2614,317
318 Townsville,2005-11-01,0.2698,318
319 Wide Bay,2005-11-01,0.2694,319
401 Adelaide - Central and Hills,2005-11-01,0.2277,401
402 Adelaide - North,2005-11-01,0.2621,402
403 Adelaide - South,2005-11-01,0.2888,403
404 Adelaide - West,2005-11-01,0.2742,404
405 Barossa - Yorke - Mid North,2005-11-01,0.2868,405
406 South Australia - Outback,2005-11-01,0.221,406
407 South Australia - South East,2005-11-01,0.2071,407
502 Mandurah,2005-11-01,0.2133,502
503 Perth - Inner,2005-11-01,0.2482,503
504 Perth - North East,2005-11-01,0.2043,504
505 Perth - North West,2005-11-01,0.2644,505
506 Perth - South East,2005-11-01,0.2746,506
507 Perth - South West,2005-11-01,0.2782,507
501 Bunbury,2005-11-01,0.26,501
508 Western Australia - Outback,2005-11-01,0.2295,508
509 Western Australia - Wheat Belt,2005-11-01,0.174,509
601 Hobart,2005-11-01,0.1753,601
602 Launceston and North East,2005-11-01,0.2783,602
603 Tasmania - South East,2005-11-01,0.233,603
604 Tasmania - West and North West,2005-11-01,0.1461,604
701 Darwin,2005-11-01,0.2295,701
702 Northern Territory - Outback,2005-11-01,0.2745,702
801 Australian Capital Territory,2005-11-01,0.224,801
102 Central Coast,2006-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-11-01,0.2853,115
116 Sydney - Blacktown,2006-11-01,0.2512,116
117 Sydney - City and Inner South,2006-11-01,0.3144,117
118 Sydney - Eastern Suburbs,2006-11-01,0.2579,118
119 Sydney - Inner South West,2006-11-01,0.205,119
120 Sydney - Inner West,2006-11-01,0.2682,120
121 Sydney - North Sydney and Hornsby,2006-11-01,0.2716,121
122 Sydney - Northern Beaches,2006-11-01,0.2669,122
123 Sydney - Outer South West,2006-11-01,0.2403,123
124 Sydney - Outer West and Blue Mountains,2006-11-01,0.3092,124
125 Sydney - Parramatta,2006-11-01,0.2689,125
126 Sydney - Ryde,2006-11-01,0.2852,126
127 Sydney - South West,2006-11-01,0.2325,127
128 Sydney - Sutherland,2006-11-01,0.2781,128
101 Capital Region,2006-11-01,0.2994,101
103 New South Wales - Central West,2006-11-01,0.2502,103
104 Coffs Harbour - Grafton,2006-11-01,0.2071,104
105 Far West and Orana,2006-11-01,0.2813,105
106 Hunter Valley exc Newcastle,2006-11-01,0.1882,106
107 Illawarra,2006-11-01,0.2373,107
108 Mid North Coast,2006-11-01,0.2561,108
109 Murray,2006-11-01,0.2907,109
110 New England and North West,2006-11-01,0.2341,110
111 Newcastle and Lake Macquarie,2006-11-01,0.2318,111
112 Richmond - Tweed,2006-11-01,0.2888,112
113 Riverina,2006-11-01,0.2536,113
114 Southern Highlands and Shoalhaven,2006-11-01,0.1862,114
206 Melbourne - Inner,2006-11-01,0.2158,206
207 Melbourne - Inner East,2006-11-01,0.2392,207
208 Melbourne - Inner South,2006-11-01,0.2394,208
209 Melbourne - North East,2006-11-01,0.2512,209
210 Melbourne - North West,2006-11-01,0.2898,210
