Labour market region (SA4): ASGS (2011),Date,Percent of part time workers,sa4_code_2011
502 Mandurah,1/8/05,30.58,502
503 Perth - Inner,1/8/05,18.85,503
504 Perth - North East,1/8/05,55.46,504
505 Perth - North West,1/8/05,28.28,505
506 Perth - South East,1/8/05,30.32,506
507 Perth - South West,1/8/05,27.35,507
501 Bunbury,1/8/05,30.99,501
508 Western Australia - Outback,1/8/05,25.7,508
509 Western Australia - Wheat Belt,1/8/05,28.65,509
601 Hobart,1/8/05,38.62,601
602 Launceston and North East,1/8/05,34.43,602
603 Tasmania - South East,1/8/05,28.95,603
604 Tasmania - West and North West,1/8/05,26.98,604
701 Darwin,1/8/05,27.26,701
702 Northern Territory - Outback,1/8/05,29.85,702
801 Australian Capital Territory,1/8/05,31.5,801
102 Central Coast,1/8/06,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/8/06,27.79,115
116 Sydney - Blacktown,1/8/06,42.27,116
117 Sydney - City and Inner South,1/8/06,21.52,117
118 Sydney - Eastern Suburbs,1/8/06,44.27,118
119 Sydney - Inner South West,1/8/06,55.78,119
120 Sydney - Inner West,1/8/06,29.01,120
121 Sydney - North Sydney and Hornsby,1/8/06,44.11,121
122 Sydney - Northern Beaches,1/8/06,53.24,122
123 Sydney - Outer South West,1/8/06,43.8,123
124 Sydney - Outer West and Blue Mountains,1/8/06,24.48,124
125 Sydney - Parramatta,1/8/06,28,125
126 Sydney - Ryde,1/8/06,32.04,126
127 Sydney - South West,1/8/06,48.3,127
128 Sydney - Sutherland,1/8/06,24.87,128
101 Capital Region,1/8/06,35.49,101
103 New South Wales - Central West,1/8/06,32.41,103
104 Coffs Harbour - Grafton,1/8/06,32.91,104
105 Far West and Orana,1/8/06,25.02,105
106 Hunter Valley exc Newcastle,1/8/06,37.74,106
107 Illawarra,1/8/06,21.9,107
108 Mid North Coast,1/8/06,30.25,108
109 Murray,1/8/06,24.45,109
110 New England and North West,1/8/06,29.47,110
111 Newcastle and Lake Macquarie,1/8/06,32.25,111
112 Richmond - Tweed,1/8/06,27.66,112
113 Riverina,1/8/06,31.67,113
114 Southern Highlands and Shoalhaven,1/8/06,33.84,114
206 Melbourne - Inner,1/8/06,34.26,206
207 Melbourne - Inner East,1/8/06,52.48,207
208 Melbourne - Inner South,1/8/06,48.94,208
209 Melbourne - North East,1/8/06,47.47,209
210 Melbourne - North West,1/8/06,30.02,210
211 Melbourne - Outer East,1/8/06,21.87,211
212 Melbourne - South East,1/8/06,30.68,212
213 Melbourne - West,1/8/06,27.94,213
214 Mornington Peninsula,1/8/06,24.41,214
201 Ballarat,1/8/06,23.91,201
202 Bendigo,1/8/06,32.1,202
203 Geelong,1/8/06,34.84,203
204 Hume,1/8/06,32.64,204
205 Latrobe - Gippsland,1/8/06,29.87,205
215 Victoria - North West,1/8/06,28.85,215
216 Shepparton,1/8/06,40.79,216
217 Warrnambool and South West,1/8/06,27.32,217
301 Brisbane - East,1/8/06,33.89,301
302 Brisbane - North,1/8/06,28.22,302
303 Brisbane - South,1/8/06,28.36,303
304 Brisbane - West,1/8/06,37.97,304
305 Brisbane Inner City,1/8/06,45.52,305
310 Ipswich,1/8/06,51.23,310
311 Logan - Beaudesert,1/8/06,19.88,311
313 Moreton Bay - North,1/8/06,18.01,313
314 Moreton Bay - South,1/8/06,21.21,314
306 Cairns,1/8/06,28.37,306
307 Darling Downs - Maranoa,1/8/06,26.15,307
308 Fitzroy,1/8/06,31.26,308
309 Gold Coast,1/8/06,23.62,309
312 Mackay,1/8/06,28.96,312
315 Queensland - Outback,1/8/06,25.03,315
316 Sunshine Coast,1/8/06,26.57,316
317 Toowoomba,1/8/06,28.76,317
318 Townsville,1/8/06,29.97,318
319 Wide Bay,1/8/06,25.33,319
401 Adelaide - Central and Hills,1/8/06,30.26,401
402 Adelaide - North,1/8/06,45.1,402
403 Adelaide - South,1/8/06,21.84,403
404 Adelaide - West,1/8/06,31.97,404
405 Barossa - Yorke - Mid North,1/8/06,32.01,405
406 South Australia - Outback,1/8/06,28.43,406
407 South Australia - South East,1/8/06,26.61,407
502 Mandurah,1/8/06,31,502
503 Perth - Inner,1/8/06,18.3,503
504 Perth - North East,1/8/06,58.02,504
505 Perth - North West,1/8/06,26.93,505
506 Perth - South East,1/8/06,29.26,506
507 Perth - South West,1/8/06,27.97,507
501 Bunbury,1/8/06,28.88,501
508 Western Australia - Outback,1/8/06,27.49,508
509 Western Australia - Wheat Belt,1/8/06,30.97,509
601 Hobart,1/8/06,31.15,601
602 Launceston and North East,1/8/06,33.71,602
603 Tasmania - South East,1/8/06,28.71,603
604 Tasmania - West and North West,1/8/06,33.29,604
701 Darwin,1/8/06,24.05,701
702 Northern Territory - Outback,1/8/06,30.38,702
801 Australian Capital Territory,1/8/06,28.86,801
102 Central Coast,1/8/07,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/8/07,24.2,115
116 Sydney - Blacktown,1/8/07,44.48,116
117 Sydney - City and Inner South,1/8/07,24.68,117
118 Sydney - Eastern Suburbs,1/8/07,48.03,118
119 Sydney - Inner South West,1/8/07,53.35,119
120 Sydney - Inner West,1/8/07,28.52,120
121 Sydney - North Sydney and Hornsby,1/8/07,47.13,121
122 Sydney - Northern Beaches,1/8/07,54.89,122
123 Sydney - Outer South West,1/8/07,44.73,123
124 Sydney - Outer West and Blue Mountains,1/8/07,22.83,124
125 Sydney - Parramatta,1/8/07,31.87,125
126 Sydney - Ryde,1/8/07,31.11,126
127 Sydney - South West,1/8/07,49.14,127
128 Sydney - Sutherland,1/8/07,20.98,128
101 Capital Region,1/8/07,35.68,101
103 New South Wales - Central West,1/8/07,29.49,103
104 Coffs Harbour - Grafton,1/8/07,35.4,104
105 Far West and Orana,1/8/07,29.27,105
106 Hunter Valley exc Newcastle,1/8/07,35.87,106
107 Illawarra,1/8/07,22.32,107
108 Mid North Coast,1/8/07,24.14,108
109 Murray,1/8/07,25.37,109
110 New England and North West,1/8/07,28.18,110
111 Newcastle and Lake Macquarie,1/8/07,37.62,111
112 Richmond - Tweed,1/8/07,29.45,112
113 Riverina,1/8/07,32.75,113
114 Southern Highlands and Shoalhaven,1/8/07,32.37,114
206 Melbourne - Inner,1/8/07,31.1,206
207 Melbourne - Inner East,1/8/07,50.92,207
208 Melbourne - Inner South,1/8/07,49.75,208
209 Melbourne - North East,1/8/07,48.75,209
210 Melbourne - North West,1/8/07,31.64,210
211 Melbourne - Outer East,1/8/07,23.27,211
212 Melbourne - South East,1/8/07,29.88,212
213 Melbourne - West,1/8/07,26.53,213
214 Mornington Peninsula,1/8/07,25.28,214
201 Ballarat,1/8/07,28.19,201
202 Bendigo,1/8/07,26.88,202
203 Geelong,1/8/07,29.76,203
204 Hume,1/8/07,31.12,204
205 Latrobe - Gippsland,1/8/07,28.16,205
215 Victoria - North West,1/8/07,26.95,215
216 Shepparton,1/8/07,38.94,216
217 Warrnambool and South West,1/8/07,37.17,217
301 Brisbane - East,1/8/07,34.1,301
302 Brisbane - North,1/8/07,26.67,302
303 Brisbane - South,1/8/07,29.72,303
304 Brisbane - West,1/8/07,37.15,304
305 Brisbane Inner City,1/8/07,47.04,305
310 Ipswich,1/8/07,49.76,310
311 Logan - Beaudesert,1/8/07,21.29,311
313 Moreton Bay - North,1/8/07,20.8,313
314 Moreton Bay - South,1/8/07,20.99,314
306 Cairns,1/8/07,26.87,306
307 Darling Downs - Maranoa,1/8/07,25.63,307
308 Fitzroy,1/8/07,34.27,308
309 Gold Coast,1/8/07,24.63,309
312 Mackay,1/8/07,27.49,312
315 Queensland - Outback,1/8/07,26.64,315
316 Sunshine Coast,1/8/07,29.75,316
317 Toowoomba,1/8/07,28.89,317
318 Townsville,1/8/07,30.99,318
319 Wide Bay,1/8/07,23.3,319
401 Adelaide - Central and Hills,1/8/07,27.1,401
402 Adelaide - North,1/8/07,45.02,402
403 Adelaide - South,1/8/07,22.89,403
404 Adelaide - West,1/8/07,30.2,404
405 Barossa - Yorke - Mid North,1/8/07,30.42,405
406 South Australia - Outback,1/8/07,32,406
407 South Australia - South East,1/8/07,23.64,407
502 Mandurah,1/8/07,32.62,502
503 Perth - Inner,1/8/07,23.35,503
504 Perth - North East,1/8/07,56.98,504
505 Perth - North West,1/8/07,25.01,505
506 Perth - South East,1/8/07,31.68,506
507 Perth - South West,1/8/07,30.79,507
501 Bunbury,1/8/07,30.83,501
508 Western Australia - Outback,1/8/07,24.59,508
509 Western Australia - Wheat Belt,1/8/07,25.43,509
601 Hobart,1/8/07,34.11,601
602 Launceston and North East,1/8/07,33.1,602
603 Tasmania - South East,1/8/07,30.27,603
604 Tasmania - West and North West,1/8/07,31.22,604
701 Darwin,1/8/07,22.99,701
702 Northern Territory - Outback,1/8/07,34.19,702
801 Australian Capital Territory,1/8/07,28.74,801
102 Central Coast,1/8/08,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/8/08,26.63,115
116 Sydney - Blacktown,1/8/08,41.88,116
117 Sydney - City and Inner South,1/8/08,25.44,117
118 Sydney - Eastern Suburbs,1/8/08,48.3,118
119 Sydney - Inner South West,1/8/08,52.24,119
120 Sydney - Inner West,1/8/08,27.06,120
121 Sydney - North Sydney and Hornsby,1/8/08,46.1,121
122 Sydney - Northern Beaches,1/8/08,58.57,122
123 Sydney - Outer South West,1/8/08,48.33,123
124 Sydney - Outer West and Blue Mountains,1/8/08,22.85,124
125 Sydney - Parramatta,1/8/08,29.94,125
126 Sydney - Ryde,1/8/08,34.34,126
127 Sydney - South West,1/8/08,50.51,127
128 Sydney - Sutherland,1/8/08,21.46,128
101 Capital Region,1/8/08,37.95,101
103 New South Wales - Central West,1/8/08,35.11,103
104 Coffs Harbour - Grafton,1/8/08,25.78,104
105 Far West and Orana,1/8/08,28.41,105
106 Hunter Valley exc Newcastle,1/8/08,43.28,106
107 Illawarra,1/8/08,19.44,107
108 Mid North Coast,1/8/08,28.62,108
109 Murray,1/8/08,24.69,109
110 New England and North West,1/8/08,27.84,110
111 Newcastle and Lake Macquarie,1/8/08,37.09,111
112 Richmond - Tweed,1/8/08,31.7,112
113 Riverina,1/8/08,30.82,113
114 Southern Highlands and Shoalhaven,1/8/08,28.4,114
206 Melbourne - Inner,1/8/08,32.5,206
207 Melbourne - Inner East,1/8/08,53.47,207
208 Melbourne - Inner South,1/8/08,48.73,208
209 Melbourne - North East,1/8/08,51.71,209
210 Melbourne - North West,1/8/08,32.34,210
211 Melbourne - Outer East,1/8/08,28.1,211
212 Melbourne - South East,1/8/08,34.06,212
213 Melbourne - West,1/8/08,27.61,213
214 Mornington Peninsula,1/8/08,25.45,214
201 Ballarat,1/8/08,24.35,201
202 Bendigo,1/8/08,24.88,202
203 Geelong,1/8/08,34.74,203
204 Hume,1/8/08,32.28,204
205 Latrobe - Gippsland,1/8/08,29.41,205
215 Victoria - North West,1/8/08,29.12,215
216 Shepparton,1/8/08,32,216
217 Warrnambool and South West,1/8/08,30.88,217
301 Brisbane - East,1/8/08,29.42,301
302 Brisbane - North,1/8/08,24.64,302
303 Brisbane - South,1/8/08,30.06,303
304 Brisbane - West,1/8/08,36.04,304
305 Brisbane Inner City,1/8/08,50.24,305
310 Ipswich,1/8/08,50.28,310
311 Logan - Beaudesert,1/8/08,22.86,311
313 Moreton Bay - North,1/8/08,22.74,313
314 Moreton Bay - South,1/8/08,23.3,314
306 Cairns,1/8/08,34.53,306
307 Darling Downs - Maranoa,1/8/08,23.12,307
308 Fitzroy,1/8/08,35.23,308
309 Gold Coast,1/8/08,25.91,309
312 Mackay,1/8/08,26.96,312
315 Queensland - Outback,1/8/08,28.34,315
316 Sunshine Coast,1/8/08,32.75,316
317 Toowoomba,1/8/08,29.33,317
318 Townsville,1/8/08,31.33,318
319 Wide Bay,1/8/08,24.37,319
401 Adelaide - Central and Hills,1/8/08,28.68,401
402 Adelaide - North,1/8/08,45.46,402
403 Adelaide - South,1/8/08,25.43,403
404 Adelaide - West,1/8/08,32.74,404
405 Barossa - Yorke - Mid North,1/8/08,30.47,405
406 South Australia - Outback,1/8/08,33.96,406
407 South Australia - South East,1/8/08,30.14,407
502 Mandurah,1/8/08,29.31,502
503 Perth - Inner,1/8/08,20.98,503
504 Perth - North East,1/8/08,57.3,504
505 Perth - North West,1/8/08,28.02,505
506 Perth - South East,1/8/08,34.14,506
507 Perth - South West,1/8/08,27.95,507
501 Bunbury,1/8/08,32.29,501
508 Western Australia - Outback,1/8/08,23.89,508
509 Western Australia - Wheat Belt,1/8/08,28.19,509
601 Hobart,1/8/08,35.18,601
602 Launceston and North East,1/8/08,35.28,602
603 Tasmania - South East,1/8/08,30.47,603
604 Tasmania - West and North West,1/8/08,31.09,604
701 Darwin,1/8/08,23.62,701
702 Northern Territory - Outback,1/8/08,33.26,702
801 Australian Capital Territory,1/8/08,27.86,801
102 Central Coast,1/8/09,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/8/09,28.94,115
116 Sydney - Blacktown,1/8/09,42.74,116
117 Sydney - City and Inner South,1/8/09,25.13,117
118 Sydney - Eastern Suburbs,1/8/09,52.61,118
119 Sydney - Inner South West,1/8/09,51.41,119
120 Sydney - Inner West,1/8/09,28.18,120
121 Sydney - North Sydney and Hornsby,1/8/09,44.48,121
122 Sydney - Northern Beaches,1/8/09,56.42,122
123 Sydney - Outer South West,1/8/09,43.61,123
124 Sydney - Outer West and Blue Mountains,1/8/09,23.62,124
125 Sydney - Parramatta,1/8/09,29.46,125
126 Sydney - Ryde,1/8/09,33.31,126
127 Sydney - South West,1/8/09,49.19,127
128 Sydney - Sutherland,1/8/09,19.86,128
101 Capital Region,1/8/09,36.41,101
103 New South Wales - Central West,1/8/09,39.6,103
104 Coffs Harbour - Grafton,1/8/09,24.47,104
105 Far West and Orana,1/8/09,27.22,105
106 Hunter Valley exc Newcastle,1/8/09,42.6,106
107 Illawarra,1/8/09,27.24,107
108 Mid North Coast,1/8/09,30.12,108
109 Murray,1/8/09,31.81,109
110 New England and North West,1/8/09,30.88,110
111 Newcastle and Lake Macquarie,1/8/09,34.42,111
112 Richmond - Tweed,1/8/09,31.73,112
113 Riverina,1/8/09,29.9,113
114 Southern Highlands and Shoalhaven,1/8/09,25.69,114
206 Melbourne - Inner,1/8/09,29.45,206
207 Melbourne - Inner East,1/8/09,52.85,207
208 Melbourne - Inner South,1/8/09,48.56,208
209 Melbourne - North East,1/8/09,47.52,209
210 Melbourne - North West,1/8/09,33.14,210
211 Melbourne - Outer East,1/8/09,23.18,211
212 Melbourne - South East,1/8/09,33.72,212
213 Melbourne - West,1/8/09,28.52,213
214 Mornington Peninsula,1/8/09,28.42,214
201 Ballarat,1/8/09,26.69,201
202 Bendigo,1/8/09,28.06,202
203 Geelong,1/8/09,33.54,203
204 Hume,1/8/09,30.98,204
205 Latrobe - Gippsland,1/8/09,24.2,205
215 Victoria - North West,1/8/09,32.57,215
216 Shepparton,1/8/09,33.16,216
217 Warrnambool and South West,1/8/09,31.55,217
301 Brisbane - East,1/8/09,25.76,301
302 Brisbane - North,1/8/09,29.6,302
303 Brisbane - South,1/8/09,30.65,303
304 Brisbane - West,1/8/09,36.94,304
305 Brisbane Inner City,1/8/09,57.29,305
310 Ipswich,1/8/09,51.03,310
311 Logan - Beaudesert,1/8/09,20.74,311
313 Moreton Bay - North,1/8/09,21.35,313
314 Moreton Bay - South,1/8/09,24.14,314
306 Cairns,1/8/09,33.2,306
307 Darling Downs - Maranoa,1/8/09,23.92,307
308 Fitzroy,1/8/09,36.22,308
309 Gold Coast,1/8/09,17.38,309
312 Mackay,1/8/09,27.57,312
315 Queensland - Outback,1/8/09,26.34,315
316 Sunshine Coast,1/8/09,31.6,316
317 Toowoomba,1/8/09,30.95,317
318 Townsville,1/8/09,29.04,318
319 Wide Bay,1/8/09,28.14,319
401 Adelaide - Central and Hills,1/8/09,24.67,401
402 Adelaide - North,1/8/09,46.88,402
403 Adelaide - South,1/8/09,24.06,403
404 Adelaide - West,1/8/09,30.73,404
405 Barossa - Yorke - Mid North,1/8/09,29.44,405
406 South Australia - Outback,1/8/09,34.55,406
407 South Australia - South East,1/8/09,26.3,407
502 Mandurah,1/8/09,38.7,502
503 Perth - Inner,1/8/09,22.34,503
504 Perth - North East,1/8/09,48.61,504
505 Perth - North West,1/8/09,30.27,505
506 Perth - South East,1/8/09,30.93,506
507 Perth - South West,1/8/09,30.01,507
501 Bunbury,1/8/09,32.1,501
508 Western Australia - Outback,1/8/09,27.46,508
509 Western Australia - Wheat Belt,1/8/09,27.66,509
601 Hobart,1/8/09,32.01,601
602 Launceston and North East,1/8/09,36.23,602
603 Tasmania - South East,1/8/09,30.11,603
604 Tasmania - West and North West,1/8/09,30.17,604
701 Darwin,1/8/09,26.91,701
702 Northern Territory - Outback,1/8/09,34.8,702
801 Australian Capital Territory,1/8/09,30.45,801
102 Central Coast,1/8/10,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/8/10,29.56,115
116 Sydney - Blacktown,1/8/10,43.67,116
117 Sydney - City and Inner South,1/8/10,27.09,117
118 Sydney - Eastern Suburbs,1/8/10,51.36,118
119 Sydney - Inner South West,1/8/10,56.7,119
120 Sydney - Inner West,1/8/10,30.86,120
121 Sydney - North Sydney and Hornsby,1/8/10,51.21,121
122 Sydney - Northern Beaches,1/8/10,59.49,122
123 Sydney - Outer South West,1/8/10,48.35,123
124 Sydney - Outer West and Blue Mountains,1/8/10,26.5,124
125 Sydney - Parramatta,1/8/10,28.28,125
126 Sydney - Ryde,1/8/10,33.74,126
127 Sydney - South West,1/8/10,46.95,127
128 Sydney - Sutherland,1/8/10,20.74,128
101 Capital Region,1/8/10,39.62,101
103 New South Wales - Central West,1/8/10,39.61,103
104 Coffs Harbour - Grafton,1/8/10,32.79,104
105 Far West and Orana,1/8/10,27.1,105
106 Hunter Valley exc Newcastle,1/8/10,35.12,106
107 Illawarra,1/8/10,24.65,107
108 Mid North Coast,1/8/10,33.01,108
109 Murray,1/8/10,28.74,109
110 New England and North West,1/8/10,31.12,110
111 Newcastle and Lake Macquarie,1/8/10,33.37,111
112 Richmond - Tweed,1/8/10,32.83,112
113 Riverina,1/8/10,30.99,113
114 Southern Highlands and Shoalhaven,1/8/10,26.77,114
206 Melbourne - Inner,1/8/10,32.96,206
207 Melbourne - Inner East,1/8/10,56.08,207
208 Melbourne - Inner South,1/8/10,48.68,208
209 Melbourne - North East,1/8/10,47.3,209
210 Melbourne - North West,1/8/10,37.97,210
211 Melbourne - Outer East,1/8/10,26.02,211
212 Melbourne - South East,1/8/10,34.43,212
213 Melbourne - West,1/8/10,29.73,213
214 Mornington Peninsula,1/8/10,29.08,214
201 Ballarat,1/8/10,29.91,201
202 Bendigo,1/8/10,30.29,202
203 Geelong,1/8/10,33.72,203
204 Hume,1/8/10,29.35,204
205 Latrobe - Gippsland,1/8/10,34.23,205
215 Victoria - North West,1/8/10,32.31,215
216 Shepparton,1/8/10,34.44,216
217 Warrnambool and South West,1/8/10,28.81,217
301 Brisbane - East,1/8/10,29.85,301
302 Brisbane - North,1/8/10,31.77,302
303 Brisbane - South,1/8/10,34.3,303
304 Brisbane - West,1/8/10,37.49,304
305 Brisbane Inner City,1/8/10,50.07,305
310 Ipswich,1/8/10,49.77,310
311 Logan - Beaudesert,1/8/10,22.07,311
313 Moreton Bay - North,1/8/10,20.15,313
314 Moreton Bay - South,1/8/10,27.12,314
306 Cairns,1/8/10,33.67,306
307 Darling Downs - Maranoa,1/8/10,24.35,307
308 Fitzroy,1/8/10,38.14,308
309 Gold Coast,1/8/10,23.76,309
312 Mackay,1/8/10,30.17,312
315 Queensland - Outback,1/8/10,23.58,315
316 Sunshine Coast,1/8/10,31.09,316
317 Toowoomba,1/8/10,33.05,317
318 Townsville,1/8/10,36.59,318
319 Wide Bay,1/8/10,26.44,319
401 Adelaide - Central and Hills,1/8/10,28.59,401
402 Adelaide - North,1/8/10,47.45,402
403 Adelaide - South,1/8/10,25.69,403
404 Adelaide - West,1/8/10,33.45,404
405 Barossa - Yorke - Mid North,1/8/10,30.63,405
406 South Australia - Outback,1/8/10,32.12,406
407 South Australia - South East,1/8/10,30.6,407
502 Mandurah,1/8/10,32.17,502
503 Perth - Inner,1/8/10,19.91,503
504 Perth - North East,1/8/10,52.69,504
505 Perth - North West,1/8/10,30.95,505
506 Perth - South East,1/8/10,31.69,506
507 Perth - South West,1/8/10,29.32,507
501 Bunbury,1/8/10,32.86,501
508 Western Australia - Outback,1/8/10,22.16,508
509 Western Australia - Wheat Belt,1/8/10,26.74,509
601 Hobart,1/8/10,39.71,601
602 Launceston and North East,1/8/10,36.14,602
603 Tasmania - South East,1/8/10,28.88,603
604 Tasmania - West and North West,1/8/10,35.07,604
701 Darwin,1/8/10,25.01,701
702 Northern Territory - Outback,1/8/10,33.88,702
801 Australian Capital Territory,1/8/10,30.94,801
102 Central Coast,1/8/11,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/8/11,29.08,115
116 Sydney - Blacktown,1/8/11,41.79,116
117 Sydney - City and Inner South,1/8/11,26.08,117
118 Sydney - Eastern Suburbs,1/8/11,52.25,118
119 Sydney - Inner South West,1/8/11,51.43,119
120 Sydney - Inner West,1/8/11,31.84,120
121 Sydney - North Sydney and Hornsby,1/8/11,46.91,121
122 Sydney - Northern Beaches,1/8/11,60.31,122
123 Sydney - Outer South West,1/8/11,49.27,123
124 Sydney - Outer West and Blue Mountains,1/8/11,27.72,124
125 Sydney - Parramatta,1/8/11,26.49,125
126 Sydney - Ryde,1/8/11,32.85,126
127 Sydney - South West,1/8/11,45.63,127
128 Sydney - Sutherland,1/8/11,22.19,128
101 Capital Region,1/8/11,37.22,101
103 New South Wales - Central West,1/8/11,35.93,103
104 Coffs Harbour - Grafton,1/8/11,30.46,104
105 Far West and Orana,1/8/11,27.84,105
106 Hunter Valley exc Newcastle,1/8/11,35.55,106
107 Illawarra,1/8/11,21.33,107
108 Mid North Coast,1/8/11,31.36,108
109 Murray,1/8/11,28.26,109
110 New England and North West,1/8/11,41.25,110
111 Newcastle and Lake Macquarie,1/8/11,29.01,111
112 Richmond - Tweed,1/8/11,31.85,112
113 Riverina,1/8/11,32.86,113
114 Southern Highlands and Shoalhaven,1/8/11,30.75,114
206 Melbourne - Inner,1/8/11,28.82,206
207 Melbourne - Inner East,1/8/11,53.03,207
208 Melbourne - Inner South,1/8/11,53.57,208
209 Melbourne - North East,1/8/11,49.43,209
210 Melbourne - North West,1/8/11,34.49,210
211 Melbourne - Outer East,1/8/11,27.65,211
212 Melbourne - South East,1/8/11,31.33,212
213 Melbourne - West,1/8/11,28.02,213
214 Mornington Peninsula,1/8/11,27.17,214
201 Ballarat,1/8/11,29.1,201
202 Bendigo,1/8/11,28.83,202
203 Geelong,1/8/11,34.83,203
204 Hume,1/8/11,29.38,204
205 Latrobe - Gippsland,1/8/11,28.89,205
215 Victoria - North West,1/8/11,33.7,215
216 Shepparton,1/8/11,34.69,216
217 Warrnambool and South West,1/8/11,23.96,217
301 Brisbane - East,1/8/11,27.22,301
302 Brisbane - North,1/8/11,29.65,302
303 Brisbane - South,1/8/11,36.07,303
304 Brisbane - West,1/8/11,39.41,304
305 Brisbane Inner City,1/8/11,52.01,305
310 Ipswich,1/8/11,49.82,310
311 Logan - Beaudesert,1/8/11,27.54,311
313 Moreton Bay - North,1/8/11,23.98,313
314 Moreton Bay - South,1/8/11,21.15,314
306 Cairns,1/8/11,34.24,306
307 Darling Downs - Maranoa,1/8/11,26.44,307
308 Fitzroy,1/8/11,34.06,308
309 Gold Coast,1/8/11,24.14,309
312 Mackay,1/8/11,29.82,312
315 Queensland - Outback,1/8/11,24.4,315
316 Sunshine Coast,1/8/11,36.18,316
317 Toowoomba,1/8/11,31.33,317
318 Townsville,1/8/11,36.38,318
319 Wide Bay,1/8/11,27.25,319
401 Adelaide - Central and Hills,1/8/11,23.82,401
402 Adelaide - North,1/8/11,45.16,402
403 Adelaide - South,1/8/11,25.32,403
404 Adelaide - West,1/8/11,34.65,404
405 Barossa - Yorke - Mid North,1/8/11,29.3,405
